typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","600","PRY","Paraguay","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","210346523.605","210346523.605","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","604","PER","Peru","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","916921837.265","916921837.265","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","608","PHL","Philippines","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1982749908.274","1982749908.274","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","612","PCN","Pitcairn","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1120.016","1120.016","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","616","POL","Poland","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","2519186233.679","2519186233.679","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","620","PRT","Portugal","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1108297645.66","1108297645.66","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","624","GNB","Guinea-Bissau","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","15814241.032","15814241.032","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","626","TLS","Timor-Leste","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","28839041.261","28839041.261","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","634","QAT","Qatar","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1714905448.133","1714905448.133","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","642","ROU","Romania","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","559646690.805","559646690.805","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","643","RUS","Russian Federation","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","3334263995.993","3334263995.993","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","646","RWA","Rwanda","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","133458750.862","133458750.862","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","659","KNA","Saint Kitts and Nevis","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1838677.728","1838677.728","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","660","AIA","Anguilla","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","92406.734","92406.734","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","662","LCA","Saint Lucia","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","4019037.022","4019037.022","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","670","VCT","Saint Vincent and the Grenadines","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","956188.78","956188.78","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","674","SMR","San Marino","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","217597.3","217597.3","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","678","STP","Sao Tome and Principe","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","2636785.064","2636785.064","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","682","SAU","Saudi Arabia","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","8245418251.972","8245418251.972","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","686","SEN","Senegal","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","938954463.288","938954463.288","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","688","SRB","Serbia","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","89342682.255","89342682.255","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","690","SYC","Seychelles","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","40818847.221","40818847.221","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","694","SLE","Sierra Leone","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","191446109.101","191446109.101","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","702","SGP","Singapore","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","10650086591.573","10650086591.573","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","703","SVK","Slovakia","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","168313970.478","168313970.478","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","704","VNM","Viet Nam","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","6638389697.499","6638389697.499","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","705","SVN","Slovenia","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","455967429.281","455967429.281","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","706","SOM","Somalia","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","698686441.909","698686441.909","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","710","ZAF","South Africa","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","5989463451.184","5989463451.184","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","716","ZWE","Zimbabwe","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","188851987.182","188851987.182","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","724","ESP","Spain","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","4393859583.427","4393859583.427","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","728","SSD","South Sudan","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","28279855.494","28279855.494","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","729","SDN","Sudan","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1006076700.126","1006076700.126","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","732","ESH","Western Sahara","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","32214.201","32214.201","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","740","SUR","Suriname","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","18597003.397","18597003.397","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","748","SWZ","Eswatini","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","23829645.732","23829645.732","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","752","SWE","Sweden","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","999620805.837","999620805.837","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","757","CHE","Switzerland","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1290286118.225","1290286118.225","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","760","SYR","Syria","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","116489167.37","116489167.37","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","762","TJK","Tajikistan","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","38216470.023","38216470.023","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","764","THA","Thailand","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","5515879818.78","5515879818.78","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","768","TGO","Togo","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","2919843826.187","2919843826.187","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","776","TON","Tonga","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1642992.142","1642992.142","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","780","TTO","Trinidad and Tobago","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","92290166.452","92290166.452","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","784","ARE","United Arab Emirates","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","25446639314.785","25446639314.785","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","788","TUN","Tunisia","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","380096094.349","380096094.349","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","792","TUR","Türkiye","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","7264962590.113","7264962590.113","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","795","TKM","Turkmenistan","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","111962098.777","111962098.777","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","796","TCA","Turks and Caicos Isds","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","402400.272","402400.272","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","798","TUV","Tuvalu","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","99271.316","99271.316","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","800","UGA","Uganda","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","694634807.957","694634807.957","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","804","UKR","Ukraine","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","509942830.13","509942830.13","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","807","MKD","North Macedonia","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","29636781.368","29636781.368","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","818","EGY","Egypt","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","3279669107.243","3279669107.243","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","826","GBR","United Kingdom","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","10374395350.193","10374395350.193","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","834","TZA","United Rep. of Tanzania","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1689024658.131","1689024658.131","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","842","USA","USA","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","71510497449.674","71510497449.674","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","854","BFA","Burkina Faso","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","200319426.544","200319426.544","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","858","URY","Uruguay","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","150035654.032","150035654.032","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","860","UZB","Uzbekistan","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","259605323.541","259605323.541","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","862","VEN","Venezuela","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","311921531.459","311921531.459","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","876","WLF","Wallis and Futuna Isds","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","3599.823","3599.823","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","882","WSM","Samoa","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","1984413.78","1984413.78","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","887","YEM","Yemen","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","767860353.005","767860353.005","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","894","ZMB","Zambia","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","334808469.969","334808469.969","4","false","true",
"C","A","20210101","2021","52","2021","699","IND","India","X","Export","899","_X ","Areas, nes","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","0","947625479.387","947625479.387","4","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","0","W00","World","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","8114914546.663",,"8114914546.663","4","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","4","AFG","Afghanistan","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","105244.061",,"105244.061","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","16","ASM","American Samoa","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","230878.035",,"230878.035","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","20","AND","Andorra","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","131.992",,"131.992","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","24","AGO","Angola","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","2707803.85",,"2707803.85","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","31","AZE","Azerbaijan","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","62.952",,"62.952","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","32","ARG","Argentina","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","191306.042",,"191306.042","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","36","AUS","Australia","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","44947978.974",,"44947978.974","4","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","40","AUT","Austria","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","5308777.503",,"5308777.503","4","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","48","BHR","Bahrain","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","57604.281",,"57604.281","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","50","BGD","Bangladesh","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","338786.835",,"338786.835","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","52","BRB","Barbados","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","439.388",,"439.388","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","56","BEL","Belgium","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","470022614.771",,"470022614.771","4","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","70","BIH","Bosnia Herzegovina","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1659.912",,"1659.912","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","72","BWA","Botswana","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","3033.543",,"3033.543","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","76","BRA","Brazil","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","102476062.713",,"102476062.713","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","86","IOT","Br. Indian Ocean Terr.","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","64.007",,"64.007","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","100","BGR","Bulgaria","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","64336.525",,"64336.525","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","104","MMR","Myanmar","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","247265.786",,"247265.786","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","112","BLR","Belarus","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","68224.082",,"68224.082","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","116","KHM","Cambodia","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","27452.393",,"27452.393","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","120","CMR","Cameroon","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","4850.703",,"4850.703","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","124","CAN","Canada","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","293589510.887",,"293589510.887","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","136","CYM","Cayman Isds","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","2929351.749",,"2929351.749","0","false","true",
"C","A","20220101","2022","52","2022","72","BWA","Botswana","M","Import","144","LKA","Sri Lanka","0","W00","World","S4","S4","false","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","253179.078",,"253179.078","0","false","true",
