reporterISO,flowCode,refYear,regime_index,primaryValue,share
CPV,X,2001,1.0,56881.0,0.58
CPV,X,2001,2.0,89847.0,0.92
CPV,X,2001,3.0,9589797.0,98.34
CPV,X,2002,0.0,40334.0,0.38
CPV,X,2002,1.0,458178.0,4.36
CPV,X,2002,2.0,127405.0,1.21
CPV,X,2002,3.0,9893016.0,94.05
CPV,X,2003,0.0,11283.0,0.09
CPV,X,2003,1.0,95064.0,0.77
CPV,X,2003,2.0,56510.0,0.46
CPV,X,2003,3.0,12201829.0,98.68
CPV,X,2004,0.0,6828.0,0.05
CPV,X,2004,1.0,80283.0,0.53
CPV,X,2004,2.0,68930.0,0.46
CPV,X,2004,3.0,14986880.0,98.97
CPV,X,2005,0.0,10858618.0,12.18
CPV,X,2005,1.0,12164296.0,13.65
CPV,X,2005,2.0,10339009.0,11.6
CPV,X,2005,3.0,55782047.0,62.58
CPV,X,2006,0.0,2360538.0,2.18
CPV,X,2006,1.0,31785462.0,29.42
CPV,X,2006,2.0,5269801.0,4.88
CPV,X,2006,3.0,68633891.0,63.52
CPV,X,2007,0.0,2324870.0,2.1
CPV,X,2007,1.0,35275161.0,31.94
CPV,X,2007,2.0,2638383.0,2.39
CPV,X,2007,3.0,70212554.0,63.57
CPV,X,2009,0.0,760943.0,0.63
CPV,X,2009,1.0,3348959.0,2.79
CPV,X,2009,2.0,930113.0,0.77
CPV,X,2009,3.0,114991479.0,95.8
CPV,X,2010,0.0,2000445.0,1.13
CPV,X,2010,1.0,1207396.0,0.68
CPV,X,2010,2.0,1435054.0,0.81
CPV,X,2010,3.0,172491769.0,97.38
CPV,X,2011,0.0,599414.0,0.29
CPV,X,2011,1.0,801189.0,0.38
CPV,X,2011,2.0,4109203.0,1.97
CPV,X,2011,3.0,203106809.0,97.36
CPV,X,2012,0.0,619038.0,0.29
CPV,X,2012,1.0,1389817.0,0.65
CPV,X,2012,2.0,23273087.0,10.92
CPV,X,2012,3.0,187895506.0,88.14
CPV,X,2013,0.0,57395.414,0.08
CPV,X,2013,1.0,687075.697,0.99
CPV,X,2013,2.0,3606611.143,5.22
CPV,X,2013,3.0,64786876.415,93.71
CPV,X,2014,0.0,3987702.391,4.96
CPV,X,2014,1.0,1304046.318,1.62
CPV,X,2014,2.0,6230037.747,7.75
CPV,X,2014,3.0,68830055.823,85.66
CPV,X,2015,0.0,3313292.759,4.96
CPV,X,2015,1.0,3214063.973,4.81
CPV,X,2015,2.0,1714264.019,2.57
CPV,X,2015,3.0,58587656.476,87.67
CPV,X,2016,0.0,598323.0,0.99
CPV,X,2016,1.0,2666496.0,4.42
CPV,X,2016,2.0,64220.0,0.11
CPV,X,2016,3.0,56987061.0,94.48
CPV,X,2017,0.0,322863.913,0.65
CPV,X,2017,1.0,299582.744,0.6
CPV,X,2017,2.0,38057.532,0.08
CPV,X,2017,3.0,49240418.241000004,98.68
CPV,X,2018,0.0,631989.47,0.86
CPV,X,2018,1.0,38784.670000000006,0.05
CPV,X,2018,2.0,132659.88999999998,0.18
CPV,X,2018,3.0,72731769.92999999,98.91
CPV,X,2019,0.0,5001384.063,2.23
CPV,X,2019,1.0,3119047.2800000003,1.39
CPV,X,2019,2.0,18627451.223,8.29
CPV,X,2019,3.0,197986663.371,88.1
CPV,X,2020,0.0,545543.108,1.03
CPV,X,2020,2.0,236093.19,0.44
CPV,X,2020,3.0,52275085.626,98.53
CPV,X,2021,0.0,3766986.245,2.24
CPV,X,2021,1.0,13966895.04,8.3
CPV,X,2021,2.0,5837083.524999999,3.47
CPV,X,2021,3.0,144703964.911,85.99
CPV,X,2022,0.0,8091335.892000001,4.93
CPV,X,2022,1.0,24144132.700000003,14.71
CPV,X,2022,2.0,6121562.715,3.73
CPV,X,2022,3.0,125828760.92400001,76.64
CPV,X,2023,0.0,10247815.132,6.09
CPV,X,2023,1.0,20859597.110999998,12.4
CPV,X,2023,2.0,4059071.9650000003,2.41
CPV,X,2023,3.0,132988743.327,79.09
CRI,M,2000,0.0,127339790.0,2.14
CRI,M,2000,1.0,195978276.0,3.29
CRI,M,2000,2.0,1360765613.0,22.84
CRI,M,2000,3.0,4273722541.0,71.73
CRI,M,2001,0.0,155708342.0,2.52
CRI,M,2001,1.0,40363979.0,0.65
CRI,M,2001,2.0,1453779680.0,23.49
CRI,M,2001,3.0,4539016266.0,73.34
CRI,M,2002,0.0,170592196.0,2.51
CRI,M,2002,1.0,39229832.0,0.58
CRI,M,2002,2.0,1551183771.0,22.86
CRI,M,2002,3.0,5025397716.0,74.05
CRI,M,2003,0.0,214175551.0,2.95
CRI,M,2003,1.0,310659451.0,4.29
CRI,M,2003,2.0,1379329486.0,19.03
CRI,M,2003,3.0,5344503939.0,73.73
CRI,M,2004,0.0,340545170.0,4.37
CRI,M,2004,1.0,408207141.0,5.24
CRI,M,2004,2.0,1665774440.0,21.37
CRI,M,2004,3.0,5380768220.0,69.03
CRI,M,2005,0.0,404800565.0,4.54
CRI,M,2005,1.0,629498649.0,7.07
CRI,M,2005,2.0,1763865929.0,19.8
CRI,M,2005,3.0,6110758094.0,68.59
CRI,M,2006,0.0,624696467.0,5.97
CRI,M,2006,1.0,766789570.0,7.33
CRI,M,2006,2.0,1837628126.0,17.58
CRI,M,2006,3.0,7226351432.0,69.12
CRI,M,2007,0.0,841284045.0,6.98
CRI,M,2007,1.0,927133256.0,7.69
CRI,M,2007,2.0,2450322792.0,20.32
CRI,M,2007,3.0,7838937601.0,65.01
CRI,M,2008,0.0,1116510218.0,7.83
CRI,M,2008,1.0,993596137.0,6.97
CRI,M,2008,2.0,2819097968.0,19.78
CRI,M,2008,3.0,9322687913.0,65.41
CRI,M,2009,0.0,780100733.0,6.92
CRI,M,2009,1.0,542368748.0,4.81
CRI,M,2009,2.0,2223283590.0,19.73
CRI,M,2009,3.0,7722845180.0,68.53
CRI,M,2010,0.0,1073320155.0,8.03
CRI,M,2010,1.0,501612739.0,3.75
CRI,M,2010,2.0,2701890252.0,20.22
CRI,M,2010,3.0,9085455689.0,67.99
CRI,M,2011,0.0,1635686871.0,9.18
CRI,M,2011,1.0,815829196.0,4.58
CRI,M,2011,2.0,3769120355.0,21.16
CRI,M,2011,3.0,11591604646.0,65.08
CRI,M,2012,0.0,1549667360.0,8.49
CRI,M,2012,1.0,632264727.0,3.47
CRI,M,2012,2.0,3609891316.0,19.79
CRI,M,2012,3.0,12451261015.0,68.25
CRI,M,2013,0.0,1881648663.0,10.45
CRI,M,2013,1.0,613776519.0,3.41
CRI,M,2013,2.0,3424532647.0,19.03
CRI,M,2013,3.0,12079075866.0,67.11
CRI,M,2014,0.0,1888416326.0,11.4
CRI,M,2014,1.0,709070017.0,4.28
CRI,M,2014,2.0,3166403932.0,19.12
CRI,M,2014,3.0,10794792426.0,65.19
CRI,M,2015,0.0,2315108865.0,15.41
CRI,M,2015,1.0,526777773.0,3.51
CRI,M,2015,2.0,3091359120.0,20.58
CRI,M,2015,3.0,9088815462.0,60.5
CRI,M,2016,0.0,2547218794.0,17.31
CRI,M,2016,1.0,489305136.0,3.33
CRI,M,2016,2.0,3166074068.0,21.52
CRI,M,2016,3.0,8510309344.0,57.84
CRI,M,2017,0.0,2590826718.38,16.47
CRI,M,2017,1.0,582280240.663,3.7
CRI,M,2017,2.0,3353171395.199,21.32
CRI,M,2017,3.0,9204269657.335001,58.51
CRI,M,2018,0.0,2802696894.2999997,17.5
CRI,M,2018,1.0,827579227.9,5.17
CRI,M,2018,2.0,3110460224.31,19.42
CRI,M,2018,3.0,9278136562.12,57.92
CRI,M,2019,0.0,2493968725.8700004,16.13
CRI,M,2019,1.0,996606659.87,6.45
CRI,M,2019,2.0,3197591393.45,20.68
CRI,M,2019,3.0,8773666558.75,56.74
CRI,M,2020,0.0,2341049966.64,16.67
CRI,M,2020,1.0,983360768.54,7.0
CRI,M,2020,2.0,2966720853.95,21.12
CRI,M,2020,3.0,7755492590.04,55.21
CRI,M,2021,0.0,3246985544.2599998,17.8
CRI,M,2021,1.0,1229563980.75,6.74
CRI,M,2021,2.0,3934561337.23,21.57
CRI,M,2021,3.0,9828267988.4,53.88
CRI,M,2022,0.0,3745035298.91,17.89
CRI,M,2022,1.0,1518092660.6720002,7.25
CRI,M,2022,2.0,3732497102.288,17.83
CRI,M,2022,3.0,11942726128.174,57.04
CRI,M,2023,0.0,4114855282.03,18.41
CRI,M,2023,1.0,1316078272.26,5.89
CRI,M,2023,2.0,4503191963.1310005,20.15
CRI,M,2023,3.0,12415281767.447,55.55
CRI,X,2000,0.0,47245764.0,0.87
CRI,X,2000,1.0,324219475.0,5.95
CRI,X,2000,2.0,874282909.0,16.03
CRI,X,2000,3.0,4207082777.0,77.15
CRI,X,2001,0.0,53112222.0,1.13
CRI,X,2001,1.0,212296839.0,4.53
CRI,X,2001,2.0,1134679262.0,24.23
CRI,X,2001,3.0,3283806075.0,70.11
CRI,X,2002,0.0,96774324.0,1.97
CRI,X,2002,1.0,158109116.0,3.22
CRI,X,2002,2.0,1165935471.0,23.75
CRI,X,2002,3.0,3487627955.0,71.05
CRI,X,2003,0.0,232923226.0,4.06
CRI,X,2003,1.0,280700095.0,4.89
CRI,X,2003,2.0,1302421168.0,22.7
CRI,X,2003,3.0,3921216233.0,68.35
CRI,X,2004,0.0,313414009.0,5.33
CRI,X,2004,1.0,237256842.0,4.04
CRI,X,2004,2.0,1482154485.0,25.22
CRI,X,2004,3.0,3843225428.0,65.4
CRI,X,2005,0.0,739224361.0,10.49
CRI,X,2005,1.0,194853607.0,2.77
CRI,X,2005,2.0,1640266204.0,23.28
CRI,X,2005,3.0,4470634316.0,63.46
CRI,X,2006,0.0,1103017132.0,15.47
CRI,X,2006,1.0,189102203.0,2.65
CRI,X,2006,2.0,1254116154.0,17.59
CRI,X,2006,3.0,4582563405.0,64.28
CRI,X,2007,0.0,1420111260.0,16.13
CRI,X,2007,1.0,257038959.0,2.92
CRI,X,2007,2.0,2110645961.0,23.98
CRI,X,2007,3.0,5015643395.0,56.97
CRI,X,2008,0.0,1074758323.0,11.16
CRI,X,2008,1.0,617088350.0,6.41
CRI,X,2008,2.0,2115649597.0,21.97
CRI,X,2008,3.0,5823475241.0,60.47
CRI,X,2009,0.0,1157576436.0,13.26
CRI,X,2009,1.0,591183882.0,6.77
CRI,X,2009,2.0,1779410925.0,20.38
CRI,X,2009,3.0,5202830980.0,59.59
CRI,X,2010,0.0,767570258.0,8.6
CRI,X,2010,1.0,969107226.0,10.85
CRI,X,2010,2.0,1830849921.0,20.51
CRI,X,2010,3.0,5360751990.0,60.04
CRI,X,2011,0.0,788463022.0,7.85
CRI,X,2011,1.0,1136172958.0,11.3
CRI,X,2011,2.0,2110408596.0,21.0
CRI,X,2011,3.0,6015354118.0,59.85
CRI,X,2012,0.0,916104937.0,8.32
CRI,X,2012,1.0,1275694051.0,11.59
CRI,X,2012,2.0,2189219195.0,19.88
CRI,X,2012,3.0,6628824652.0,60.21
CRI,X,2013,0.0,1086702570.0,9.58
CRI,X,2013,1.0,1300896601.0,11.47
CRI,X,2013,2.0,2202943288.0,19.42
CRI,X,2013,3.0,6754164853.0,59.54
CRI,X,2014,0.0,851641881.0,7.65
CRI,X,2014,1.0,1409023333.0,12.65
CRI,X,2014,2.0,2172639433.0,19.51
CRI,X,2014,3.0,6703010476.0,60.19
CRI,X,2015,0.0,206511301.0,2.17
CRI,X,2015,1.0,1026749027.0,10.8
CRI,X,2015,2.0,2141335641.0,22.52
CRI,X,2015,3.0,6135584703.0,64.52
CRI,X,2016,0.0,131732737.0,1.34
CRI,X,2016,1.0,1016649598.0,10.33
CRI,X,2016,2.0,2147684729.0,21.82
CRI,X,2016,3.0,6547670123.0,66.52
CRI,X,2017,0.0,236016446.78,2.1
CRI,X,2017,1.0,1121934452.742,9.99
CRI,X,2017,2.0,2396334912.856,21.34
CRI,X,2017,3.0,7474830959.4609995,66.57
CRI,X,2018,0.0,359613022.58000004,3.22
CRI,X,2018,1.0,1057099487.73,9.46
CRI,X,2018,2.0,2250215528.35,20.14
CRI,X,2018,3.0,7503678689.33,67.17
CRI,X,2019,0.0,275862257.51,2.43
CRI,X,2019,1.0,1079677383.34,9.5
CRI,X,2019,2.0,2244474803.25,19.74
CRI,X,2019,3.0,7769883989.860001,68.34
CRI,X,2020,0.0,276526669.69,2.39
CRI,X,2020,1.0,1037936248.49,8.99
CRI,X,2020,2.0,2178217208.71,18.86
CRI,X,2020,3.0,8053781253.7300005,69.75
CRI,X,2021,0.0,464541024.99,3.26
CRI,X,2021,1.0,1297773349.92,9.11
CRI,X,2021,2.0,2913383546.1400003,20.44
CRI,X,2021,3.0,9574378597.03,67.19
CRI,X,2022,0.0,500205890.943,3.31
CRI,X,2022,1.0,1775535801.553,11.75
CRI,X,2022,2.0,2622548128.259,17.36
CRI,X,2022,3.0,10211852485.369,67.58
CRI,X,2023,0.0,594292276.563,3.32
CRI,X,2023,1.0,1498542823.94,8.36
CRI,X,2023,2.0,3376889570.358,18.84
CRI,X,2023,3.0,12451056202.144,69.48
CYP,M,2000,0.0,229641774.0,6.13
CYP,M,2000,1.0,403828208.0,10.78
CYP,M,2000,2.0,195676015.0,5.22
CYP,M,2000,3.0,2918175240.0,77.87
CYP,M,2001,0.0,229672883.0,6.16
CYP,M,2001,1.0,381498700.0,10.23
CYP,M,2001,2.0,197543859.0,5.3
CYP,M,2001,3.0,2919041081.0,78.31
CYP,M,2002,0.0,249394667.0,6.54
CYP,M,2002,1.0,417945112.0,10.96
CYP,M,2002,2.0,180353684.0,4.73
CYP,M,2002,3.0,2967046853.0,77.78
CYP,M,2003,0.0,331408874.0,7.81
CYP,M,2003,1.0,434155017.0,10.24
CYP,M,2003,2.0,200485553.0,4.73
CYP,M,2003,3.0,3275071316.0,77.22
CYP,M,2004,0.0,359023302.0,6.4
CYP,M,2004,1.0,436025288.0,7.77
CYP,M,2004,2.0,302889528.0,5.4
CYP,M,2004,3.0,4512566925.0,80.43
CYP,M,2005,0.0,449145430.0,7.22
CYP,M,2005,1.0,310050823.0,4.98
CYP,M,2005,2.0,371211851.0,5.97
CYP,M,2005,3.0,5091766544.0,81.83
CYP,M,2006,0.0,508592391.0,7.37
CYP,M,2006,1.0,376946778.0,5.46
CYP,M,2006,2.0,524592032.0,7.6
CYP,M,2006,3.0,5494315928.0,79.58
CYP,M,2007,0.0,703410285.0,8.11
CYP,M,2007,1.0,397161844.0,4.58
CYP,M,2007,2.0,621419623.0,7.16
CYP,M,2007,3.0,6954099095.0,80.15
CYP,M,2008,0.0,913209203.0,8.5
CYP,M,2008,1.0,370352774.0,3.45
CYP,M,2008,2.0,902966922.0,8.4
CYP,M,2008,3.0,8560435001.0,79.65
CYP,M,2009,0.0,590555173.0,7.5
CYP,M,2009,1.0,324970301.0,4.13
CYP,M,2009,2.0,459336410.0,5.83
CYP,M,2009,3.0,6498610215.0,82.54
CYP,M,2010,0.0,664257866.0,7.87
CYP,M,2010,1.0,396952522.0,4.7
CYP,M,2010,2.0,547309296.0,6.48
CYP,M,2010,3.0,6832826545.0,80.94
CYP,M,2011,0.0,624164962.0,7.23
CYP,M,2011,1.0,359549779.0,4.17
CYP,M,2011,2.0,416527622.0,4.83
CYP,M,2011,3.0,7230755019.0,83.78
CYP,M,2012,0.0,524522997.0,7.17
CYP,M,2012,1.0,288513131.0,3.94
CYP,M,2012,2.0,423297055.0,5.79
CYP,M,2012,3.0,6078529522.0,83.1
CYP,M,2013,0.0,388859218.99,6.09
CYP,M,2013,1.0,246723707.89400002,3.86
CYP,M,2013,2.0,290003488.925,4.54
CYP,M,2013,3.0,5461848808.862,85.51
CYP,M,2014,0.0,959662841.412,12.33
CYP,M,2014,1.0,202175213.212,2.6
CYP,M,2014,2.0,639457085.717,8.22
CYP,M,2014,3.0,5982116649.027,76.86
CYP,M,2015,0.0,549210141.041,8.52
CYP,M,2015,1.0,294152931.557,4.56
CYP,M,2015,2.0,707065907.841,10.97
CYP,M,2015,3.0,4896442121.181,75.95
CYP,M,2016,0.0,844621384.4269999,11.17
CYP,M,2016,1.0,276473081.677,3.66
CYP,M,2016,2.0,473904778.182,6.27
CYP,M,2016,3.0,5968761404.017,78.91
CYP,M,2017,0.0,919200809.6340001,10.55
CYP,M,2017,1.0,479227080.91099995,5.5
CYP,M,2017,2.0,699388631.798,8.03
CYP,M,2017,3.0,6614430575.34,75.92
CYP,M,2018,0.0,973156131.842,9.95
CYP,M,2018,1.0,479491814.623,4.9
CYP,M,2018,2.0,732772690.053,7.49
CYP,M,2018,3.0,7596986501.647,77.66
CYP,M,2019,0.0,643787357.1600001,7.27
CYP,M,2019,1.0,613949183.659,6.93
CYP,M,2019,2.0,574547084.192,6.49
CYP,M,2019,3.0,7023518999.712,79.31
CYP,M,2020,0.0,650655207.802,8.41
CYP,M,2020,1.0,455727182.939,5.89
CYP,M,2020,2.0,562303154.765,7.26
CYP,M,2020,3.0,6072390560.682,78.44
CYP,M,2021,0.0,745172727.971,7.54
CYP,M,2021,1.0,763310945.956,7.73
CYP,M,2021,2.0,978504570.157,9.9
CYP,M,2021,3.0,7393181294.897,74.83
CYP,M,2022,0.0,1230296702.346,10.58
CYP,M,2022,1.0,1074308566.657,9.24
CYP,M,2022,2.0,1062850257.12,9.14
CYP,M,2022,3.0,8257804680.403,71.03
CYP,M,2023,0.0,1195419650.092,9.24
CYP,M,2023,1.0,887284749.908,6.86
CYP,M,2023,2.0,3975991249.491,30.74
CYP,M,2023,3.0,6875526153.637,53.16
CYP,M,2024,0.0,1529005442.822,12.69
CYP,M,2024,1.0,800826596.782,6.65
CYP,M,2024,2.0,4602142998.039,38.19
CYP,M,2024,3.0,5118008606.813,42.47
CYP,X,2000,0.0,109052522.0,13.04
CYP,X,2000,1.0,270222733.0,32.31
CYP,X,2000,2.0,38152975.0,4.56
CYP,X,2000,3.0,418806601.0,50.08
CYP,X,2001,0.0,145947372.0,16.55
CYP,X,2001,1.0,250413004.0,28.39
CYP,X,2001,2.0,34329052.0,3.89
CYP,X,2001,3.0,451322213.0,51.17
CYP,X,2002,0.0,93594499.0,12.28
CYP,X,2002,1.0,148277129.0,19.46
CYP,X,2002,2.0,39916456.0,5.24
CYP,X,2002,3.0,480294464.0,63.02
CYP,X,2003,0.0,84795280.0,10.24
CYP,X,2003,1.0,132160087.0,15.96
CYP,X,2003,2.0,32048358.0,3.87
CYP,X,2003,3.0,579147716.0,69.93
CYP,X,2004,0.0,133104011.0,12.49
CYP,X,2004,1.0,123982422.0,11.63
CYP,X,2004,2.0,54247854.0,5.09
CYP,X,2004,3.0,754425685.0,70.79
CYP,X,2005,0.0,132459111.0,10.37
CYP,X,2005,1.0,125032893.0,9.79
CYP,X,2005,2.0,45675547.0,3.58
CYP,X,2005,3.0,973617556.0,76.26
CYP,X,2006,0.0,143915687.0,12.66
CYP,X,2006,1.0,149217155.0,13.13
CYP,X,2006,2.0,57178381.0,5.03
CYP,X,2006,3.0,786155857.0,69.18
CYP,X,2007,0.0,109750717.0,8.9
CYP,X,2007,1.0,175490202.0,14.24
CYP,X,2007,2.0,99815518.0,8.1
CYP,X,2007,3.0,847670878.0,68.76
CYP,X,2008,0.0,141560604.0,10.44
CYP,X,2008,1.0,213492199.0,15.75
CYP,X,2008,2.0,94624861.0,6.98
CYP,X,2008,3.0,906080550.0,66.83
CYP,X,2009,0.0,143176072.0,12.46
CYP,X,2009,1.0,199978634.0,17.4
CYP,X,2009,2.0,58897733.0,5.12
CYP,X,2009,3.0,747228314.0,65.02
CYP,X,2010,0.0,149889325.0,11.76
CYP,X,2010,1.0,221812108.0,17.4
CYP,X,2010,2.0,75864173.0,5.95
CYP,X,2010,3.0,827320404.0,64.89
CYP,X,2011,0.0,164369906.0,10.46
CYP,X,2011,1.0,251921783.0,16.03
CYP,X,2011,2.0,85001236.0,5.41
CYP,X,2011,3.0,1070338150.0,68.1
CYP,X,2012,0.0,206073368.0,14.04
CYP,X,2012,1.0,253174176.0,17.25
CYP,X,2012,2.0,79127351.0,5.39
CYP,X,2012,3.0,929002575.0,63.31
CYP,X,2013,0.0,190678340.866,10.96
CYP,X,2013,1.0,292423957.419,16.81
CYP,X,2013,2.0,132778242.44399999,7.63
CYP,X,2013,3.0,1123607852.036,64.59
CYP,X,2014,0.0,287431131.193,11.15
CYP,X,2014,1.0,370466457.096,14.37
CYP,X,2014,2.0,328311487.637,12.73
CYP,X,2014,3.0,1592462161.635,61.76
CYP,X,2015,0.0,277848046.653,10.68
CYP,X,2015,1.0,475880386.475,18.29
CYP,X,2015,2.0,405955630.784,15.6
CYP,X,2015,3.0,1442469240.371,55.43
CYP,X,2016,0.0,392316568.597,15.35
CYP,X,2016,1.0,291194213.046,11.39
CYP,X,2016,2.0,373559106.581,14.61
CYP,X,2016,3.0,1499503409.519,58.65
CYP,X,2017,0.0,556258645.571,20.93
CYP,X,2017,1.0,415693476.918,15.64
CYP,X,2017,2.0,240834401.399,9.06
CYP,X,2017,3.0,1444306653.466,54.36
CYP,X,2018,0.0,888869667.524,25.58
CYP,X,2018,1.0,581329891.272,16.73
CYP,X,2018,2.0,256146568.96,7.37
CYP,X,2018,3.0,1747970027.302,50.31
CYP,X,2019,0.0,630343354.2360001,21.6
CYP,X,2019,1.0,332272651.83100003,11.39
CYP,X,2019,2.0,365345487.30799997,12.52
CYP,X,2019,3.0,1590534339.227,54.5
CYP,X,2020,0.0,461524484.399,17.42
CYP,X,2020,1.0,383018580.071,14.45
CYP,X,2020,2.0,447752025.522,16.9
CYP,X,2020,3.0,1357692498.543,51.23
CYP,X,2021,0.0,449084707.402,14.41
CYP,X,2021,1.0,761114894.068,24.41
CYP,X,2021,2.0,451404154.584,14.48
CYP,X,2021,3.0,1455846641.982,46.7
CYP,X,2022,0.0,957914842.54,27.06
CYP,X,2022,1.0,715183999.447,20.2
CYP,X,2022,2.0,525186636.80200005,14.83
CYP,X,2022,3.0,1342061792.282,37.91
CYP,X,2023,0.0,1156132072.68,30.19
CYP,X,2023,1.0,830582499.064,21.69
CYP,X,2023,2.0,739852318.188,19.32
CYP,X,2023,3.0,1102847322.686,28.8
CYP,X,2024,0.0,1167557465.947,30.16
CYP,X,2024,1.0,829467793.01,21.42
CYP,X,2024,2.0,831192025.0830001,21.47
CYP,X,2024,3.0,1043565015.166,26.95
DEU,M,2000,0.0,25733652000.0,5.22
DEU,M,2000,1.0,30920754000.0,6.27
DEU,M,2000,2.0,26733233000.0,5.42
DEU,M,2000,3.0,409402869000.0,83.08
DEU,M,2001,0.0,25376530000.0,5.51
DEU,M,2001,1.0,24480630000.0,5.31
DEU,M,2001,2.0,27298165000.0,5.93
DEU,M,2001,3.0,383483452000.0,83.25
DEU,M,2002,0.0,27449417000.0,5.91
DEU,M,2002,1.0,23872185000.0,5.14
DEU,M,2002,2.0,28355788000.0,6.1
DEU,M,2002,3.0,385029124000.0,82.85
DEU,M,2003,0.0,36594819000.0,6.16
DEU,M,2003,1.0,35376307000.0,5.96
DEU,M,2003,2.0,34125308000.0,5.75
DEU,M,2003,3.0,487499762000.0,82.13
DEU,M,2004,0.0,50997863000.0,7.19
DEU,M,2004,1.0,44248266000.0,6.24
DEU,M,2004,2.0,41358287000.0,5.83
DEU,M,2004,3.0,572903268000.0,80.75
DEU,M,2005,0.0,63456717000.0,8.23
DEU,M,2005,1.0,56485619000.0,7.33
DEU,M,2005,2.0,43736437000.0,5.67
DEU,M,2005,3.0,607329548000.0,78.77
DEU,M,2006,0.0,78089043000.0,8.57
DEU,M,2006,1.0,73258076000.0,8.04
DEU,M,2006,2.0,53062563000.0,5.82
DEU,M,2006,3.0,707233855000.0,77.58
DEU,M,2007,0.0,90110571000.0,8.59
DEU,M,2007,1.0,80735497000.0,7.69
DEU,M,2007,2.0,61641630000.0,5.87
DEU,M,2007,3.0,817044824000.0,77.85
DEU,M,2008,0.0,117861259945.436,10.39
DEU,M,2008,1.0,82518610487.096,7.27
DEU,M,2008,2.0,71299076844.022,6.28
DEU,M,2008,3.0,862962663922.283,76.06
DEU,M,2009,0.0,91439779748.976,10.33
DEU,M,2009,1.0,62285556965.012,7.03
DEU,M,2009,2.0,57879029146.419,6.54
DEU,M,2009,3.0,673785073827.078,76.1
DEU,M,2010,0.0,117443394339.366,11.54
DEU,M,2010,1.0,80471619221.511,7.91
DEU,M,2010,2.0,66728252775.115,6.56
DEU,M,2010,3.0,752886881178.595,73.99
DEU,M,2011,0.0,127914908509.037,10.64
DEU,M,2011,1.0,104580332693.29,8.7
DEU,M,2011,2.0,111529510195.999,9.28
DEU,M,2011,3.0,857667412032.767,71.37
DEU,M,2012,0.0,123666272078.20601,11.16
DEU,M,2012,1.0,97023068463.733,8.76
DEU,M,2012,2.0,100700105108.518,9.09
DEU,M,2012,3.0,786670764579.052,71.0
DEU,M,2013,0.0,115618217198.58,10.2
DEU,M,2013,1.0,97866894368.90399,8.63
DEU,M,2013,2.0,110612687896.499,9.76
DEU,M,2013,3.0,809325813346.997,71.41
DEU,M,2014,0.0,124325719872.707,10.65
DEU,M,2014,1.0,107408143641.344,9.2
DEU,M,2014,2.0,110360222067.497,9.46
DEU,M,2014,3.0,824791310906.028,70.68
DEU,M,2015,0.0,124936035843.794,12.32
DEU,M,2015,1.0,82795892219.842,8.16
DEU,M,2015,2.0,91337834644.594,9.0
DEU,M,2015,3.0,715350088010.529,70.52
DEU,M,2016,0.0,127477652065.95,12.43
DEU,M,2016,1.0,80637068058.226,7.86
DEU,M,2016,2.0,95402950448.784,9.3
DEU,M,2016,3.0,721900686032.46,70.4
DEU,M,2017,0.0,140843785135.043,13.0
DEU,M,2017,1.0,92107826335.762,8.5
DEU,M,2017,2.0,163371606462.468,15.08
DEU,M,2017,3.0,686886196699.772,63.41
DEU,M,2018,0.0,156617577929.474,12.58
DEU,M,2018,1.0,111094682085.2,8.92
DEU,M,2018,2.0,180838851804.205,14.53
DEU,M,2018,3.0,796262542575.951,63.97
DEU,M,2019,0.0,141845888977.85098,11.89
DEU,M,2019,1.0,146952067660.499,12.32
DEU,M,2019,2.0,142498279853.173,11.94
DEU,M,2019,3.0,761934793612.496,63.85
DEU,M,2020,0.0,148933891809.51498,13.14
DEU,M,2020,1.0,132081716619.306,11.65
DEU,M,2020,2.0,158209655807.031,13.95
DEU,M,2020,3.0,694594860715.656,61.26
DEU,M,2021,0.0,189666723401.323,13.97
DEU,M,2021,1.0,162774219662.698,11.99
DEU,M,2021,2.0,255656363953.989,18.83
DEU,M,2021,3.0,749325866615.583,55.2
DEU,M,2022,0.0,247292148146.858,16.58
DEU,M,2022,1.0,180633933137.263,12.11
DEU,M,2022,2.0,321714663855.074,21.57
DEU,M,2022,3.0,742184274684.675,49.75
DEU,M,2023,0.0,219832263777.932,15.52
DEU,M,2023,1.0,153000900137.645,10.8
DEU,M,2023,2.0,262044630740.846,18.5
DEU,M,2023,3.0,781469223189.112,55.17
DEU,M,2024,0.0,208856992721.654,15.04
DEU,M,2024,1.0,149346857579.877,10.76
DEU,M,2024,2.0,289711186764.68097,20.86
DEU,M,2024,3.0,740686052063.942,53.34
DEU,X,2000,0.0,20316925000.0,3.75
DEU,X,2000,1.0,23456616000.0,4.33
DEU,X,2000,2.0,30805286000.0,5.68
DEU,X,2000,3.0,467470393000.0,86.24
DEU,X,2001,0.0,24065695000.0,4.36
DEU,X,2001,1.0,26469767000.0,4.8
DEU,X,2001,2.0,31803938000.0,5.77
DEU,X,2001,3.0,469153392000.0,85.07
DEU,X,2002,0.0,29047775000.0,4.89
DEU,X,2002,1.0,29075749000.0,4.89
DEU,X,2002,2.0,34027581000.0,5.73
DEU,X,2002,3.0,501957528000.0,84.49
DEU,X,2003,0.0,38051906000.0,5.14
DEU,X,2003,1.0,38505006000.0,5.2
