reporterCode,reporterISO,reporterDesc,partnerCode,partnerISO,partnerDesc,flowCode,flowDesc,refYear,primaryValue
699,IND,India,646,RWA,Rwanda,X,Export,2007,15431544
699,IND,India,654,SHN,Saint Helena,X,Export,2007,1587291
699,IND,India,659,KNA,Saint Kitts and Nevis,X,Export,2007,367658
699,IND,India,660,AIA,Anguilla,X,Export,2007,74248
699,IND,India,662,LCA,Saint Lucia,X,Export,2007,430048
699,IND,India,666,SPM,Saint Pierre and Miquelon,X,Export,2007,6650677
699,IND,India,670,VCT,Saint Vincent and the Grenadines,X,Export,2007,435116
699,IND,India,678,STP,Sao Tome and Principe,X,Export,2007,1161349
699,IND,India,682,SAU,Saudi Arabia,X,Export,2007,3246112527
699,IND,India,686,SEN,Senegal,X,Export,2007,202688517
699,IND,India,688,SRB,Serbia,X,Export,2007,12033969
699,IND,India,690,SYC,Seychelles,X,Export,2007,66190761
699,IND,India,694,SLE,Sierra Leone,X,Export,2007,27545317
699,IND,India,702,SGP,Singapore,X,Export,2007,6390067965
699,IND,India,703,SVK,Slovakia,X,Export,2007,49756099
699,IND,India,704,VNM,Viet Nam,X,Export,2007,1241477110
699,IND,India,705,SVN,Slovenia,X,Export,2007,103560528
699,IND,India,706,SOM,Somalia,X,Export,2007,108598259
699,IND,India,710,ZAF,South Africa,X,Export,2007,2129593442
699,IND,India,716,ZWE,Zimbabwe,X,Export,2007,27649405
699,IND,India,724,ESP,Spain,X,Export,2007,2052562959
699,IND,India,736,SDN,Sudan (...2011),X,Export,2007,355730713
699,IND,India,740,SUR,Suriname,X,Export,2007,10357561
699,IND,India,748,SWZ,Eswatini,X,Export,2007,6800276
699,IND,India,752,SWE,Sweden,X,Export,2007,486117084
699,IND,India,757,CHE,Switzerland,X,Export,2007,570927682
699,IND,India,760,SYR,Syria,X,Export,2007,669613005
699,IND,India,762,TJK,Tajikistan,X,Export,2007,10548386
699,IND,India,764,THA,Thailand,X,Export,2007,1673337302
699,IND,India,768,TGO,Togo,X,Export,2007,217314722
699,IND,India,772,TKL,Tokelau,X,Export,2007,43320
699,IND,India,776,TON,Tonga,X,Export,2007,279119
699,IND,India,780,TTO,Trinidad and Tobago,X,Export,2007,38471400
699,IND,India,784,ARE,United Arab Emirates,X,Export,2007,14447007655
699,IND,India,788,TUN,Tunisia,X,Export,2007,114816281
699,IND,India,792,TUR,Türkiye,X,Export,2007,1692386139
699,IND,India,795,TKM,Turkmenistan,X,Export,2007,37949763
699,IND,India,796,TCA,Turks and Caicos Isds,X,Export,2007,682057
699,IND,India,798,TUV,Tuvalu,X,Export,2007,35029
699,IND,India,800,UGA,Uganda,X,Export,2007,133767476
699,IND,India,804,UKR,Ukraine,X,Export,2007,369989193
699,IND,India,807,MKD,North Macedonia,X,Export,2007,7795852
699,IND,India,818,EGY,Egypt,X,Export,2007,1192242334
699,IND,India,826,GBR,United Kingdom,X,Export,2007,6286913536
699,IND,India,834,TZA,United Rep. of Tanzania,X,Export,2007,457342865
699,IND,India,842,USA,USA,X,Export,2007,20133334030
699,IND,India,854,BFA,Burkina Faso,X,Export,2007,21138066
699,IND,India,858,URY,Uruguay,X,Export,2007,48870933
699,IND,India,860,UZB,Uzbekistan,X,Export,2007,36892831
699,IND,India,862,VEN,Venezuela,X,Export,2007,142169698
699,IND,India,876,WLF,Wallis and Futuna Isds,X,Export,2007,45318
699,IND,India,882,WSM,Samoa,X,Export,2007,314901
699,IND,India,887,YEM,Yemen,X,Export,2007,1075209920
699,IND,India,894,ZMB,Zambia,X,Export,2007,124909846
72,BWA,Botswana,20,AND,Andorra,M,Import,2008,98735
72,BWA,Botswana,24,AGO,Angola,M,Import,2008,712928
72,BWA,Botswana,32,ARG,Argentina,M,Import,2008,133108
72,BWA,Botswana,36,AUS,Australia,M,Import,2008,7283622
72,BWA,Botswana,40,AUT,Austria,M,Import,2008,463891
72,BWA,Botswana,44,BHS,Bahamas,M,Import,2008,126
72,BWA,Botswana,48,BHR,Bahrain,M,Import,2008,1439
72,BWA,Botswana,50,BGD,Bangladesh,M,Import,2008,859
72,BWA,Botswana,56,BEL,Belgium,M,Import,2008,97507997
72,BWA,Botswana,70,BIH,Bosnia Herzegovina,M,Import,2008,44
72,BWA,Botswana,76,BRA,Brazil,M,Import,2008,2540623
72,BWA,Botswana,92,VGB,Br. Virgin Isds,M,Import,2008,327967
72,BWA,Botswana,96,BRN,Brunei Darussalam,M,Import,2008,56
72,BWA,Botswana,100,BGR,Bulgaria,M,Import,2008,1401154
72,BWA,Botswana,104,MMR,Myanmar,M,Import,2008,18984
72,BWA,Botswana,120,CMR,Cameroon,M,Import,2008,23873
72,BWA,Botswana,124,CAN,Canada,M,Import,2008,11769597
72,BWA,Botswana,132,CPV,Cabo Verde,M,Import,2008,9065
72,BWA,Botswana,144,LKA,Sri Lanka,M,Import,2008,48923
72,BWA,Botswana,156,CHN,China,M,Import,2008,150620880
72,BWA,Botswana,170,COL,Colombia,M,Import,2008,4654
72,BWA,Botswana,178,COG,Congo,M,Import,2008,36
72,BWA,Botswana,180,COD,Dem. Rep. of the Congo,M,Import,2008,568125
72,BWA,Botswana,188,CRI,Costa Rica,M,Import,2008,118
72,BWA,Botswana,192,CUB,Cuba,M,Import,2008,25
72,BWA,Botswana,196,CYP,Cyprus,M,Import,2008,523738
72,BWA,Botswana,203,CZE,Czechia,M,Import,2008,100279
72,BWA,Botswana,204,BEN,Benin,M,Import,2008,261128
72,BWA,Botswana,208,DNK,Denmark,M,Import,2008,7271595
72,BWA,Botswana,218,ECU,Ecuador,M,Import,2008,147450
72,BWA,Botswana,231,ETH,Ethiopia,M,Import,2008,21687
72,BWA,Botswana,238,FLK,Falkland Isds (Malvinas),M,Import,2008,55
72,BWA,Botswana,246,FIN,Finland,M,Import,2008,1534729
72,BWA,Botswana,251,FRA,France,M,Import,2008,25578627
72,BWA,Botswana,266,GAB,Gabon,M,Import,2008,153
72,BWA,Botswana,270,GMB,Gambia,M,Import,2008,375
72,BWA,Botswana,276,DEU,Germany,M,Import,2008,44734320
72,BWA,Botswana,288,GHA,Ghana,M,Import,2008,135419
72,BWA,Botswana,300,GRC,Greece,M,Import,2008,446124
72,BWA,Botswana,324,GIN,Guinea,M,Import,2008,14
72,BWA,Botswana,344,HKG,"China, Hong Kong SAR",M,Import,2008,18244882
72,BWA,Botswana,348,HUN,Hungary,M,Import,2008,843321
72,BWA,Botswana,352,ISL,Iceland,M,Import,2008,49946
72,BWA,Botswana,360,IDN,Indonesia,M,Import,2008,392525
72,BWA,Botswana,364,IRN,Iran,M,Import,2008,2298
72,BWA,Botswana,372,IRL,Ireland,M,Import,2008,3039633
72,BWA,Botswana,376,ISR,Israel,M,Import,2008,85732036
72,BWA,Botswana,380,ITA,Italy,M,Import,2008,28272629
72,BWA,Botswana,384,CIV,Côte d'Ivoire,M,Import,2008,26380
72,BWA,Botswana,388,JAM,Jamaica,M,Import,2008,26310
72,BWA,Botswana,392,JPN,Japan,M,Import,2008,35481332
72,BWA,Botswana,400,JOR,Jordan,M,Import,2008,77
72,BWA,Botswana,404,KEN,Kenya,M,Import,2008,975717
72,BWA,Botswana,408,PRK,Dem. People's Rep. of Korea,M,Import,2008,138
72,BWA,Botswana,410,KOR,Rep. of Korea,M,Import,2008,6446161
72,BWA,Botswana,422,LBN,Lebanon,M,Import,2008,35228
72,BWA,Botswana,426,LSO,Lesotho,M,Import,2008,33838
72,BWA,Botswana,430,LBR,Liberia,M,Import,2008,10808
72,BWA,Botswana,434,LBY,Libya,M,Import,2008,79
72,BWA,Botswana,440,LTU,Lithuania,M,Import,2008,2341173
72,BWA,Botswana,442,LUX,Luxembourg,M,Import,2008,10507
72,BWA,Botswana,450,MDG,Madagascar,M,Import,2008,202
72,BWA,Botswana,454,MWI,Malawi,M,Import,2008,2343295
72,BWA,Botswana,458,MYS,Malaysia,M,Import,2008,4181255
72,BWA,Botswana,462,MDV,Maldives,M,Import,2008,951
72,BWA,Botswana,466,MLI,Mali,M,Import,2008,1063
72,BWA,Botswana,478,MRT,Mauritania,M,Import,2008,32156
72,BWA,Botswana,480,MUS,Mauritius,M,Import,2008,2867458
72,BWA,Botswana,484,MEX,Mexico,M,Import,2008,484809
72,BWA,Botswana,490,S19,"Other Asia, nes",M,Import,2008,7980680
72,BWA,Botswana,504,MAR,Morocco,M,Import,2008,105440
72,BWA,Botswana,508,MOZ,Mozambique,M,Import,2008,699725
72,BWA,Botswana,512,OMN,Oman,M,Import,2008,324
72,BWA,Botswana,516,NAM,Namibia,M,Import,2008,29166993
72,BWA,Botswana,520,NRU,Nauru,M,Import,2008,168
72,BWA,Botswana,524,NPL,Nepal,M,Import,2008,2603
72,BWA,Botswana,528,NLD,Netherlands,M,Import,2008,11793215
72,BWA,Botswana,530,ANT,Netherlands Antilles (...2010),M,Import,2008,55
72,BWA,Botswana,540,NCL,New Caledonia,M,Import,2008,38255
72,BWA,Botswana,554,NZL,New Zealand,M,Import,2008,518487
72,BWA,Botswana,562,NER,Niger,M,Import,2008,48473
72,BWA,Botswana,566,NGA,Nigeria,M,Import,2008,251442
72,BWA,Botswana,579,NOR,Norway,M,Import,2008,233729
72,BWA,Botswana,581,UMI,United States Minor Outlying Islands,M,Import,2008,16501
72,BWA,Botswana,586,PAK,Pakistan,M,Import,2008,343111
72,BWA,Botswana,608,PHL,Philippines,M,Import,2008,114749
72,BWA,Botswana,616,POL,Poland,M,Import,2008,583180
72,BWA,Botswana,620,PRT,Portugal,M,Import,2008,10012831
72,BWA,Botswana,634,QAT,Qatar,M,Import,2008,160703
72,BWA,Botswana,642,ROU,Romania,M,Import,2008,105434
72,BWA,Botswana,643,RUS,Russian Federation,M,Import,2008,224564
72,BWA,Botswana,646,RWA,Rwanda,M,Import,2008,38
72,BWA,Botswana,678,STP,Sao Tome and Principe,M,Import,2008,531
72,BWA,Botswana,682,SAU,Saudi Arabia,M,Import,2008,210146
72,BWA,Botswana,686,SEN,Senegal,M,Import,2008,8750
72,BWA,Botswana,688,SRB,Serbia,M,Import,2008,485171
72,BWA,Botswana,690,SYC,Seychelles,M,Import,2008,393
72,BWA,Botswana,694,SLE,Sierra Leone,M,Import,2008,196
72,BWA,Botswana,699,IND,India,M,Import,2008,42504159
72,BWA,Botswana,702,SGP,Singapore,M,Import,2008,17011738
72,BWA,Botswana,704,VNM,Viet Nam,M,Import,2008,246436
72,BWA,Botswana,705,SVN,Slovenia,M,Import,2008,1264
72,BWA,Botswana,710,ZAF,South Africa,M,Import,2008,4028606772
72,BWA,Botswana,716,ZWE,Zimbabwe,M,Import,2008,47383423
72,BWA,Botswana,724,ESP,Spain,M,Import,2008,8442483
72,BWA,Botswana,736,SDN,Sudan (...2011),M,Import,2008,402
72,BWA,Botswana,740,SUR,Suriname,M,Import,2008,112
72,BWA,Botswana,748,SWZ,Eswatini,M,Import,2008,1982206
72,BWA,Botswana,752,SWE,Sweden,M,Import,2008,28519562
72,BWA,Botswana,757,CHE,Switzerland,M,Import,2008,10880818
72,BWA,Botswana,764,THA,Thailand,M,Import,2008,12937554
72,BWA,Botswana,768,TGO,Togo,M,Import,2008,843
72,BWA,Botswana,780,TTO,Trinidad and Tobago,M,Import,2008,336
72,BWA,Botswana,784,ARE,United Arab Emirates,M,Import,2008,11356919
72,BWA,Botswana,788,TUN,Tunisia,M,Import,2008,1591
72,BWA,Botswana,792,TUR,Türkiye,M,Import,2008,1098291
72,BWA,Botswana,796,TCA,Turks and Caicos Isds,M,Import,2008,279
72,BWA,Botswana,800,UGA,Uganda,M,Import,2008,68750
72,BWA,Botswana,804,UKR,Ukraine,M,Import,2008,11677
72,BWA,Botswana,818,EGY,Egypt,M,Import,2008,289095
72,BWA,Botswana,826,GBR,United Kingdom,M,Import,2008,315141559
72,BWA,Botswana,834,TZA,United Rep. of Tanzania,M,Import,2008,208918
72,BWA,Botswana,842,USA,USA,M,Import,2008,67369390
72,BWA,Botswana,854,BFA,Burkina Faso,M,Import,2008,13177
72,BWA,Botswana,858,URY,Uruguay,M,Import,2008,40816
72,BWA,Botswana,862,VEN,Venezuela,M,Import,2008,55
72,BWA,Botswana,876,WLF,Wallis and Futuna Isds,M,Import,2008,39
72,BWA,Botswana,887,YEM,Yemen,M,Import,2008,3271
72,BWA,Botswana,894,ZMB,Zambia,M,Import,2008,7700826
72,BWA,Botswana,20,AND,Andorra,X,Export,2008,73873
72,BWA,Botswana,24,AGO,Angola,X,Export,2008,3259288
72,BWA,Botswana,28,ATG,Antigua and Barbuda,X,Export,2008,1588
72,BWA,Botswana,32,ARG,Argentina,X,Export,2008,18185
72,BWA,Botswana,36,AUS,Australia,X,Export,2008,375067
72,BWA,Botswana,40,AUT,Austria,X,Export,2008,8545
72,BWA,Botswana,48,BHR,Bahrain,X,Export,2008,7903
72,BWA,Botswana,50,BGD,Bangladesh,X,Export,2008,92719
72,BWA,Botswana,56,BEL,Belgium,X,Export,2008,123158083
72,BWA,Botswana,70,BIH,Bosnia Herzegovina,X,Export,2008,22630
72,BWA,Botswana,76,BRA,Brazil,X,Export,2008,8965
72,BWA,Botswana,84,BLZ,Belize,X,Export,2008,226
72,BWA,Botswana,92,VGB,Br. Virgin Isds,X,Export,2008,42178
72,BWA,Botswana,100,BGR,Bulgaria,X,Export,2008,6368
72,BWA,Botswana,108,BDI,Burundi,X,Export,2008,129023
72,BWA,Botswana,120,CMR,Cameroon,X,Export,2008,3675
72,BWA,Botswana,124,CAN,Canada,X,Export,2008,38562
72,BWA,Botswana,136,CYM,Cayman Isds,X,Export,2008,4110
72,BWA,Botswana,144,LKA,Sri Lanka,X,Export,2008,12306
72,BWA,Botswana,156,CHN,China,X,Export,2008,236071636
72,BWA,Botswana,180,COD,Dem. Rep. of the Congo,X,Export,2008,11803397
72,BWA,Botswana,191,HRV,Croatia,X,Export,2008,5690
72,BWA,Botswana,192,CUB,Cuba,X,Export,2008,2484
72,BWA,Botswana,196,CYP,Cyprus,X,Export,2008,316892
72,BWA,Botswana,203,CZE,Czechia,X,Export,2008,170940
72,BWA,Botswana,208,DNK,Denmark,X,Export,2008,9292
72,BWA,Botswana,226,GNQ,Equatorial Guinea,X,Export,2008,1464441
72,BWA,Botswana,231,ETH,Ethiopia,X,Export,2008,27053
72,BWA,Botswana,232,ERI,Eritrea,X,Export,2008,70674
72,BWA,Botswana,246,FIN,Finland,X,Export,2008,6055
72,BWA,Botswana,251,FRA,France,X,Export,2008,4726216
72,BWA,Botswana,268,GEO,Georgia,X,Export,2008,1288
72,BWA,Botswana,276,DEU,Germany,X,Export,2008,21254199
72,BWA,Botswana,288,GHA,Ghana,X,Export,2008,154100
72,BWA,Botswana,300,GRC,Greece,X,Export,2008,15335559
72,BWA,Botswana,308,GRD,Grenada,X,Export,2008,386
72,BWA,Botswana,324,GIN,Guinea,X,Export,2008,3944
72,BWA,Botswana,328,GUY,Guyana,X,Export,2008,13669
72,BWA,Botswana,332,HTI,Haiti,X,Export,2008,3179
72,BWA,Botswana,344,HKG,"China, Hong Kong SAR",X,Export,2008,2143389
72,BWA,Botswana,348,HUN,Hungary,X,Export,2008,43809
72,BWA,Botswana,352,ISL,Iceland,X,Export,2008,1209
72,BWA,Botswana,360,IDN,Indonesia,X,Export,2008,1948
72,BWA,Botswana,364,IRN,Iran,X,Export,2008,1068931
72,BWA,Botswana,372,IRL,Ireland,X,Export,2008,84691
72,BWA,Botswana,376,ISR,Israel,X,Export,2008,152067721
72,BWA,Botswana,380,ITA,Italy,X,Export,2008,3471942
72,BWA,Botswana,384,CIV,Côte d'Ivoire,X,Export,2008,1640
72,BWA,Botswana,388,JAM,Jamaica,X,Export,2008,11365
72,BWA,Botswana,392,JPN,Japan,X,Export,2008,3713508
72,BWA,Botswana,400,JOR,Jordan,X,Export,2008,2709
72,BWA,Botswana,404,KEN,Kenya,X,Export,2008,192680
72,BWA,Botswana,410,KOR,Rep. of Korea,X,Export,2008,81917
72,BWA,Botswana,418,LAO,Lao People's Dem. Rep.,X,Export,2008,7903
72,BWA,Botswana,422,LBN,Lebanon,X,Export,2008,20543
72,BWA,Botswana,426,LSO,Lesotho,X,Export,2008,985976
72,BWA,Botswana,430,LBR,Liberia,X,Export,2008,2673
72,BWA,Botswana,434,LBY,Libya,X,Export,2008,9484
72,BWA,Botswana,442,LUX,Luxembourg,X,Export,2008,402
72,BWA,Botswana,446,MAC,"China, Macao SAR",X,Export,2008,145233
72,BWA,Botswana,450,MDG,Madagascar,X,Export,2008,69239
72,BWA,Botswana,454,MWI,Malawi,X,Export,2008,2040822
72,BWA,Botswana,458,MYS,Malaysia,X,Export,2008,4904
72,BWA,Botswana,466,MLI,Mali,X,Export,2008,86353
72,BWA,Botswana,470,MLT,Malta,X,Export,2008,88380
72,BWA,Botswana,480,MUS,Mauritius,X,Export,2008,2062752
72,BWA,Botswana,484,MEX,Mexico,X,Export,2008,5048
72,BWA,Botswana,490,S19,"Other Asia, nes",X,Export,2008,8761695
72,BWA,Botswana,496,MNG,Mongolia,X,Export,2008,26369
72,BWA,Botswana,504,MAR,Morocco,X,Export,2008,9699
72,BWA,Botswana,508,MOZ,Mozambique,X,Export,2008,2407067
72,BWA,Botswana,512,OMN,Oman,X,Export,2008,3256
72,BWA,Botswana,516,NAM,Namibia,X,Export,2008,56920281
72,BWA,Botswana,528,NLD,Netherlands,X,Export,2008,5339851
72,BWA,Botswana,530,ANT,Netherlands Antilles (...2010),X,Export,2008,418552
72,BWA,Botswana,554,NZL,New Zealand,X,Export,2008,25294
72,BWA,Botswana,562,NER,Niger,X,Export,2008,2741411
72,BWA,Botswana,566,NGA,Nigeria,X,Export,2008,2246644
72,BWA,Botswana,579,NOR,Norway,X,Export,2008,196343718
72,BWA,Botswana,581,UMI,United States Minor Outlying Islands,X,Export,2008,5021746
72,BWA,Botswana,586,PAK,Pakistan,X,Export,2008,49640
72,BWA,Botswana,598,PNG,Papua New Guinea,X,Export,2008,4598
72,BWA,Botswana,604,PER,Peru,X,Export,2008,1548
72,BWA,Botswana,608,PHL,Philippines,X,Export,2008,5782
72,BWA,Botswana,620,PRT,Portugal,X,Export,2008,535047
72,BWA,Botswana,624,GNB,Guinea-Bissau,X,Export,2008,17545
72,BWA,Botswana,634,QAT,Qatar,X,Export,2008,72
72,BWA,Botswana,642,ROU,Romania,X,Export,2008,4305
72,BWA,Botswana,643,RUS,Russian Federation,X,Export,2008,1866
72,BWA,Botswana,646,RWA,Rwanda,X,Export,2008,38530
72,BWA,Botswana,678,STP,Sao Tome and Principe,X,Export,2008,2519
72,BWA,Botswana,682,SAU,Saudi Arabia,X,Export,2008,11134
72,BWA,Botswana,686,SEN,Senegal,X,Export,2008,295317
72,BWA,Botswana,688,SRB,Serbia,X,Export,2008,24867
72,BWA,Botswana,690,SYC,Seychelles,X,Export,2008,18619
72,BWA,Botswana,694,SLE,Sierra Leone,X,Export,2008,12526
72,BWA,Botswana,699,IND,India,X,Export,2008,21765513
72,BWA,Botswana,702,SGP,Singapore,X,Export,2008,41310
72,BWA,Botswana,703,SVK,Slovakia,X,Export,2008,284
72,BWA,Botswana,704,VNM,Viet Nam,X,Export,2008,1581
72,BWA,Botswana,710,ZAF,South Africa,X,Export,2008,906107102
72,BWA,Botswana,716,ZWE,Zimbabwe,X,Export,2008,219431344
72,BWA,Botswana,724,ESP,Spain,X,Export,2008,31619
72,BWA,Botswana,736,SDN,Sudan (...2011),X,Export,2008,13423
72,BWA,Botswana,748,SWZ,Eswatini,X,Export,2008,1137709
72,BWA,Botswana,752,SWE,Sweden,X,Export,2008,140416
72,BWA,Botswana,757,CHE,Switzerland,X,Export,2008,51678883
72,BWA,Botswana,764,THA,Thailand,X,Export,2008,33291230
72,BWA,Botswana,780,TTO,Trinidad and Tobago,X,Export,2008,1908
72,BWA,Botswana,784,ARE,United Arab Emirates,X,Export,2008,96253
72,BWA,Botswana,788,TUN,Tunisia,X,Export,2008,4105
72,BWA,Botswana,792,TUR,Türkiye,X,Export,2008,12
72,BWA,Botswana,800,UGA,Uganda,X,Export,2008,131674
72,BWA,Botswana,804,UKR,Ukraine,X,Export,2008,92
72,BWA,Botswana,818,EGY,Egypt,X,Export,2008,9484
72,BWA,Botswana,826,GBR,United Kingdom,X,Export,2008,2749779798
72,BWA,Botswana,834,TZA,United Rep. of Tanzania,X,Export,2008,2436557
72,BWA,Botswana,842,USA,USA,X,Export,2008,49392371
72,BWA,Botswana,862,VEN,Venezuela,X,Export,2008,56
72,BWA,Botswana,894,ZMB,Zambia,X,Export,2008,46973717
699,IND,India,4,AFG,Afghanistan,M,Import,2008,133089093
699,IND,India,8,ALB,Albania,M,Import,2008,587972
699,IND,India,10,ATA,Antarctica,M,Import,2008,52723
699,IND,India,12,DZA,Algeria,M,Import,2008,1284679031
699,IND,India,16,ASM,American Samoa,M,Import,2008,187700
699,IND,India,20,AND,Andorra,M,Import,2008,94055
699,IND,India,24,AGO,Angola,M,Import,2008,1289284732
699,IND,India,28,ATG,Antigua and Barbuda,M,Import,2008,2472
699,IND,India,31,AZE,Azerbaijan,M,Import,2008,233867660
699,IND,India,32,ARG,Argentina,M,Import,2008,590529519
699,IND,India,36,AUS,Australia,M,Import,2008,9568942373
699,IND,India,40,AUT,Austria,M,Import,2008,699840279
699,IND,India,44,BHS,Bahamas,M,Import,2008,45637055
699,IND,India,48,BHR,Bahrain,M,Import,2008,1657728479
699,IND,India,50,BGD,Bangladesh,M,Import,2008,329782080
699,IND,India,51,ARM,Armenia,M,Import,2008,3715852
699,IND,India,52,BRB,Barbados,M,Import,2008,45425
699,IND,India,56,BEL,Belgium,M,Import,2008,5262434370
699,IND,India,60,BMU,Bermuda,M,Import,2008,227008
699,IND,India,64,BTN,Bhutan,M,Import,2008,159772892
699,IND,India,68,BOL,Bolivia (Plurinational State of),M,Import,2008,5911092
699,IND,India,70,BIH,Bosnia Herzegovina,M,Import,2008,1823119
699,IND,India,72,BWA,Botswana,M,Import,2008,20851615
699,IND,India,76,BRA,Brazil,M,Import,2008,1159829655
699,IND,India,84,BLZ,Belize,M,Import,2008,12438791
699,IND,India,90,SLB,Solomon Isds,M,Import,2008,618417
699,IND,India,92,VGB,Br. Virgin Isds,M,Import,2008,329954
699,IND,India,96,BRN,Brunei Darussalam,M,Import,2008,325861483
699,IND,India,100,BGR,Bulgaria,M,Import,2008,90008982
699,IND,India,104,MMR,Myanmar,M,Import,2008,906267250
699,IND,India,108,BDI,Burundi,M,Import,2008,848845
699,IND,India,112,BLR,Belarus,M,Import,2008,252501593
699,IND,India,116,KHM,Cambodia,M,Import,2008,4270562
699,IND,India,120,CMR,Cameroon,M,Import,2008,32479169
699,IND,India,124,CAN,Canada,M,Import,2008,2332252650
699,IND,India,132,CPV,Cabo Verde,M,Import,2008,346543
699,IND,India,136,CYM,Cayman Isds,M,Import,2008,150101313
699,IND,India,140,CAF,Central African Rep.,M,Import,2008,2766025
699,IND,India,144,LKA,Sri Lanka,M,Import,2008,548622062
699,IND,India,148,TCD,Chad,M,Import,2008,3969831
699,IND,India,152,CHL,Chile,M,Import,2008,1746702162
699,IND,India,156,CHN,China,M,Import,2008,31586024206
699,IND,India,162,CXR,Christmas Isds,M,Import,2008,658538
699,IND,India,166,CCK,Cocos Isds,M,Import,2008,42946
699,IND,India,170,COL,Colombia,M,Import,2008,22048584
699,IND,India,174,COM,Comoros,M,Import,2008,617248
699,IND,India,178,COG,Congo,M,Import,2008,500105574
699,IND,India,180,COD,Dem. Rep. of the Congo,M,Import,2008,114315613
699,IND,India,184,COK,Cook Isds,M,Import,2008,452
699,IND,India,188,CRI,Costa Rica,M,Import,2008,61922737
699,IND,India,191,HRV,Croatia,M,Import,2008,8046717
699,IND,India,192,CUB,Cuba,M,Import,2008,13292259
699,IND,India,196,CYP,Cyprus,M,Import,2008,137426457
699,IND,India,203,CZE,Czechia,M,Import,2008,568870010
699,IND,India,204,BEN,Benin,M,Import,2008,118154522
699,IND,India,208,DNK,Denmark,M,Import,2008,506091011
699,IND,India,212,DMA,Dominica,M,Import,2008,617081
699,IND,India,214,DOM,Dominican Rep.,M,Import,2008,10150651
699,IND,India,218,ECU,Ecuador,M,Import,2008,53321746
699,IND,India,222,SLV,El Salvador,M,Import,2008,5783797
699,IND,India,226,GNQ,Equatorial Guinea,M,Import,2008,83307525
699,IND,India,231,ETH,Ethiopia,M,Import,2008,11568990
699,IND,India,232,ERI,Eritrea,M,Import,2008,6811219
699,IND,India,233,EST,Estonia,M,Import,2008,16346300
699,IND,India,234,FRO,Faeroe Isds,M,Import,2008,11462
699,IND,India,238,FLK,Falkland Isds (Malvinas),M,Import,2008,433613
699,IND,India,242,FJI,Fiji,M,Import,2008,530191
699,IND,India,246,FIN,Finland,M,Import,2008,988002609
699,IND,India,251,FRA,France,M,Import,2008,6404518480
699,IND,India,258,PYF,French Polynesia,M,Import,2008,95573
699,IND,India,260,ATF,Fr. South Antarctic Terr.,M,Import,2008,4423
699,IND,India,262,DJI,Djibouti,M,Import,2008,4317591
699,IND,India,266,GAB,Gabon,M,Import,2008,206256889
699,IND,India,268,GEO,Georgia,M,Import,2008,16232871
699,IND,India,270,GMB,Gambia,M,Import,2008,29014671
699,IND,India,276,DEU,Germany,M,Import,2008,11418567837
699,IND,India,288,GHA,Ghana,M,Import,2008,197262608
699,IND,India,292,GIB,Gibraltar,M,Import,2008,181426
699,IND,India,296,KIR,Kiribati,M,Import,2008,67901
699,IND,India,300,GRC,Greece,M,Import,2008,129350816
699,IND,India,304,GRL,Greenland,M,Import,2008,3266
699,IND,India,308,GRD,Grenada,M,Import,2008,66589
699,IND,India,316,GUM,Guam,M,Import,2008,395919
699,IND,India,320,GTM,Guatemala,M,Import,2008,3947181
699,IND,India,324,GIN,Guinea,M,Import,2008,326946896
699,IND,India,328,GUY,Guyana,M,Import,2008,11484293
699,IND,India,332,HTI,Haiti,M,Import,2008,1574687
699,IND,India,334,HMD,Heard Island and McDonald Islands,M,Import,2008,28561
699,IND,India,340,HND,Honduras,M,Import,2008,4395838
699,IND,India,344,HKG,"China, Hong Kong SAR",M,Import,2008,4998197389
699,IND,India,348,HUN,Hungary,M,Import,2008,151600700
699,IND,India,352,ISL,Iceland,M,Import,2008,4262416
699,IND,India,360,IDN,Indonesia,M,Import,2008,6431337165
699,IND,India,364,IRN,Iran,M,Import,2008,13791494408
699,IND,India,368,IRQ,Iraq,M,Import,2008,9505187281
699,IND,India,372,IRL,Ireland,M,Import,2008,248033753
699,IND,India,376,ISR,Israel,M,Import,2008,2043341668
699,IND,India,380,ITA,Italy,M,Import,2008,4575537632
699,IND,India,384,CIV,Côte d'Ivoire,M,Import,2008,294755152
699,IND,India,388,JAM,Jamaica,M,Import,2008,1008431
699,IND,India,392,JPN,Japan,M,Import,2008,7784411156
699,IND,India,398,KAZ,Kazakhstan,M,Import,2008,142992398
699,IND,India,400,JOR,Jordan,M,Import,2008,1823508563
699,IND,India,404,KEN,Kenya,M,Import,2008,82134087
699,IND,India,408,PRK,Dem. People's Rep. of Korea,M,Import,2008,109319412
699,IND,India,410,KOR,Rep. of Korea,M,Import,2008,8350676521
699,IND,India,414,KWT,Kuwait,M,Import,2008,10751159887
699,IND,India,417,KGZ,Kyrgyzstan,M,Import,2008,945220
699,IND,India,418,LAO,Lao People's Dem. Rep.,M,Import,2008,524701
699,IND,India,422,LBN,Lebanon,M,Import,2008,16759264
699,IND,India,426,LSO,Lesotho,M,Import,2008,277918
699,IND,India,428,LVA,Latvia,M,Import,2008,106784908
699,IND,India,430,LBR,Liberia,M,Import,2008,293251353
699,IND,India,434,LBY,Libya,M,Import,2008,756887872
699,IND,India,440,LTU,Lithuania,M,Import,2008,520062280
699,IND,India,442,LUX,Luxembourg,M,Import,2008,26423140
