reporterISO,flowCode,refYear,regime_index,primaryValue
IND,X,2008,1.0,40133097629.0
IND,X,2008,2.0,12028361369.0
IND,X,2008,3.0,78391634258.0
IND,X,2009,0.0,53319989798.0
IND,X,2009,1.0,32653107625.0
IND,X,2009,2.0,11410844481.0
IND,X,2009,3.0,70187519510.0
IND,X,2010,0.0,66728995775.0
IND,X,2010,1.0,42269214546.0
IND,X,2010,2.0,19162495371.0
IND,X,2010,3.0,84456085205.0
IND,X,2011,0.0,80781015502.0
IND,X,2011,1.0,55038673032.0
IND,X,2011,2.0,26798053446.0
IND,X,2011,3.0,112867698177.0
IND,X,2012,0.0,81385089739.0
IND,X,2012,1.0,59239299375.0
IND,X,2012,2.0,28012294248.0
IND,X,2012,3.0,112989056574.0
IND,X,2013,0.0,94217020114.0
IND,X,2013,1.0,71306232806.0
IND,X,2013,2.0,36268446816.0
IND,X,2013,3.0,122764082784.0
IND,X,2014,0.0,91341116491.0
IND,X,2014,1.0,63315302612.0
IND,X,2014,2.0,42600790055.0
IND,X,2014,3.0,115006865751.0
IND,X,2015,0.0,73958884950.0
IND,X,2015,1.0,46242999446.0
IND,X,2015,2.0,36465411731.0
IND,X,2015,3.0,103101663102.0
IND,X,2016,0.0,73708275836.0
IND,X,2016,1.0,41992755998.0
IND,X,2016,2.0,36206580171.0
IND,X,2016,3.0,103173264615.0
IND,X,2017,0.0,81518757728.248
IND,X,2017,1.0,52944792446.441
IND,X,2017,2.0,39657694235.132
IND,X,2017,3.0,115663709496.952
IND,X,2018,0.0,76688115537.466
IND,X,2018,1.0,67626658030.268
IND,X,2018,2.0,43849429293.3
IND,X,2018,3.0,128352652620.563
IND,X,2019,0.0,77774584099.352
IND,X,2019,1.0,67527573407.876
IND,X,2019,2.0,43823894770.618
IND,X,2019,3.0,128825847275.18001
IND,X,2020,0.0,65648846603.595
IND,X,2020,1.0,56659519733.045
IND,X,2020,2.0,41453403316.131
IND,X,2020,3.0,109034031836.699
IND,X,2021,0.0,93645472403.217
IND,X,2021,1.0,74257138819.106
IND,X,2021,2.0,56140617973.873
IND,X,2021,3.0,166793706056.269
IND,X,2022,0.0,98838229448.337
IND,X,2022,1.0,83626097185.793
IND,X,2022,2.0,72297946185.05501
IND,X,2022,3.0,191519473746.548
IND,X,2023,0.0,93295152911.425
IND,X,2023,1.0,75397238895.725
IND,X,2023,2.0,78499537794.935
IND,X,2023,3.0,178165412391.679
IND,X,2024,0.0,92823119905.154
IND,X,2024,1.0,78899861946.343
IND,X,2024,2.0,84444883855.365
IND,X,2024,3.0,173101805635.76
NIC,M,2000,0.0,24237056.0
NIC,M,2000,1.0,18306116.0
NIC,M,2000,2.0,774658940.0
NIC,M,2000,3.0,864035991.0
NIC,M,2001,0.0,45902389.0
NIC,M,2001,1.0,23796125.0
NIC,M,2001,2.0,734656567.0
NIC,M,2001,3.0,919057254.0
NIC,M,2002,0.0,76908575.0
NIC,M,2002,1.0,224299097.0
NIC,M,2002,2.0,499133329.0
NIC,M,2002,3.0,944965148.0
NIC,M,2003,0.0,92846426.0
NIC,M,2003,1.0,214970070.0
NIC,M,2003,2.0,579213625.0
NIC,M,2003,3.0,980628008.0
NIC,M,2004,0.0,128044440.0
NIC,M,2004,1.0,326075430.0
NIC,M,2004,2.0,681061240.0
NIC,M,2004,3.0,1019949480.0
NIC,M,2005,0.0,165342530.0
NIC,M,2005,1.0,230979810.0
NIC,M,2005,2.0,858540650.0
NIC,M,2005,3.0,1160827600.0
NIC,M,2006,0.0,221102734.0
NIC,M,2006,1.0,253105765.0
NIC,M,2006,2.0,942572838.0
NIC,M,2006,3.0,1192924719.0
NIC,M,2007,0.0,326281514.0
NIC,M,2007,1.0,197484507.0
NIC,M,2007,2.0,1341536789.0
NIC,M,2007,3.0,1576940182.0
NIC,M,2008,0.0,323139557.0
NIC,M,2008,1.0,561528295.0
NIC,M,2008,2.0,1331761461.0
NIC,M,2008,3.0,1649276403.0
NIC,M,2009,0.0,275950973.0
NIC,M,2009,1.0,784924496.0
NIC,M,2009,2.0,891238994.0
NIC,M,2009,3.0,1436275360.0
NIC,M,2010,0.0,381563881.0
NIC,M,2010,1.0,939953990.0
NIC,M,2010,2.0,1012313871.0
NIC,M,2010,3.0,1788005725.0
NIC,M,2011,0.0,484312596.0
NIC,M,2011,1.0,1088973526.0
NIC,M,2011,2.0,1259719777.0
NIC,M,2011,3.0,1997192299.0
NIC,M,2012,0.0,604959563.0
NIC,M,2012,1.0,1151195286.0
NIC,M,2012,2.0,1404430810.0
NIC,M,2012,3.0,2294317727.0
NIC,M,2013,0.0,653486572.0
NIC,M,2013,1.0,478441416.0
NIC,M,2013,2.0,1465172732.0
NIC,M,2013,3.0,2067495300.0
NIC,M,2014,0.0,996244208.0
NIC,M,2014,1.0,704109951.0
NIC,M,2014,2.0,1561503580.0
NIC,M,2014,3.0,2088074798.0
NIC,M,2015,0.0,1014556519.0
NIC,M,2015,1.0,334925631.0
NIC,M,2015,2.0,1793466755.0
NIC,M,2015,3.0,2333676571.0
NIC,M,2016,0.0,1366843628.72
NIC,M,2016,1.0,584821972.54
NIC,M,2016,2.0,2277871687.0699997
NIC,M,2016,3.0,3023062052.81
NIC,M,2017,0.0,1306502125.24
NIC,M,2017,1.0,812900069.35
NIC,M,2017,2.0,2204912332.22
NIC,M,2017,3.0,3190479560.97
NIC,M,2018,0.0,1030409504.9000001
NIC,M,2018,1.0,896157351.39
NIC,M,2018,2.0,2100271319.0600002
NIC,M,2018,3.0,3201864627.51
NIC,M,2019,0.0,952039295.3900001
NIC,M,2019,1.0,919186721.55
NIC,M,2019,2.0,2026523200.25
NIC,M,2019,3.0,3043970828.21
NIC,M,2020,0.0,950952461.78
NIC,M,2020,1.0,808068415.3299999
NIC,M,2020,2.0,2057054830.82
NIC,M,2020,3.0,2680115219.36
NIC,M,2021,0.0,1363920521.25
NIC,M,2021,1.0,1631674055.4600003
NIC,M,2021,2.0,2268032148.1
NIC,M,2021,3.0,4489699474.96
NIC,M,2022,0.0,1533705882.1000001
NIC,M,2022,1.0,1109455071.5900002
NIC,M,2022,2.0,3891509633.16
NIC,M,2022,3.0,4650214933.25
NIC,M,2023,0.0,1473365559.64
NIC,M,2023,1.0,1085676006.02
NIC,M,2023,2.0,3963765777.14
NIC,M,2023,3.0,4342906491.24
NIC,X,2000,0.0,4160544.0
NIC,X,2000,1.0,1298043.0
NIC,X,2000,2.0,172400608.0
NIC,X,2000,3.0,447852891.0
NIC,X,2001,0.0,2405646.0
NIC,X,2001,1.0,43060732.0
NIC,X,2001,2.0,181863834.0
NIC,X,2001,3.0,302840339.0
NIC,X,2002,0.0,1892367.0
NIC,X,2002,1.0,17560056.0
NIC,X,2002,2.0,177766256.0
NIC,X,2002,3.0,360556765.0
NIC,X,2003,0.0,2485303.0
NIC,X,2003,1.0,15662186.0
NIC,X,2003,2.0,213548161.0
NIC,X,2003,3.0,367618506.0
NIC,X,2004,0.0,5125980.0
NIC,X,2004,1.0,8382890.0
NIC,X,2004,2.0,252580120.0
NIC,X,2004,3.0,491139070.0
NIC,X,2005,0.0,13619350.0
NIC,X,2005,1.0,25306690.0
NIC,X,2005,2.0,296807790.0
NIC,X,2005,3.0,523744680.0
NIC,X,2006,0.0,7403931.0
NIC,X,2006,1.0,14949535.0
NIC,X,2006,2.0,138765749.0
NIC,X,2006,3.0,588546676.0
NIC,X,2007,0.0,12059681.0
NIC,X,2007,1.0,25784873.0
NIC,X,2007,2.0,428131200.0
NIC,X,2007,3.0,717228508.0
NIC,X,2008,0.0,15706778.0
NIC,X,2008,1.0,41970471.0
NIC,X,2008,2.0,619642490.0
NIC,X,2008,3.0,1452425905.0
NIC,X,2009,0.0,9096719.0
NIC,X,2009,1.0,229129330.0
NIC,X,2009,2.0,347637082.0
NIC,X,2009,3.0,789679133.0
NIC,X,2010,0.0,14711184.0
NIC,X,2010,1.0,344519648.0
NIC,X,2010,2.0,375511152.0
NIC,X,2010,3.0,1081975665.0
NIC,X,2011,0.0,28732149.0
NIC,X,2011,1.0,395791525.0
NIC,X,2011,2.0,407150571.0
NIC,X,2011,3.0,1409528093.0
NIC,X,2012,0.0,28255363.0
NIC,X,2012,1.0,584306081.0
NIC,X,2012,2.0,910807520.0
NIC,X,2012,3.0,2978441807.0
NIC,X,2013,0.0,38448433.0
NIC,X,2013,1.0,554060052.0
NIC,X,2013,2.0,1019733706.0
NIC,X,2013,3.0,2911819446.0
NIC,X,2014,0.0,53087569.0
NIC,X,2014,1.0,579968302.0
NIC,X,2014,2.0,1041511219.0
NIC,X,2014,3.0,3218006695.0
NIC,X,2015,0.0,41904405.0
NIC,X,2015,1.0,502015865.0
NIC,X,2015,2.0,986453944.0
NIC,X,2015,3.0,3048804870.0
NIC,X,2016,0.0,38163255.39
NIC,X,2016,1.0,292030547.90999997
NIC,X,2016,2.0,1126365035.19
NIC,X,2016,3.0,3058885860.95
NIC,X,2017,0.0,62783329.36
NIC,X,2017,1.0,328882263.11
NIC,X,2017,2.0,861577730.95
NIC,X,2017,3.0,3547609747.27
NIC,X,2018,0.0,109899566.44
NIC,X,2018,1.0,294106049.15
NIC,X,2018,2.0,811149201.86
NIC,X,2018,3.0,3698049387.5899997
NIC,X,2019,0.0,63100787.12
NIC,X,2019,1.0,313331251.96000004
NIC,X,2019,2.0,872990803.2900001
NIC,X,2019,3.0,3898414312.44
NIC,X,2020,0.0,50982405.78
NIC,X,2020,1.0,256518254.79999998
NIC,X,2020,2.0,1014275559.17
NIC,X,2020,3.0,3633086974.25
NIC,X,2021,0.0,71781213.05
NIC,X,2021,1.0,790469807.6899999
NIC,X,2021,2.0,1110681290.45
NIC,X,2021,3.0,4398621511.76
NIC,X,2022,0.0,98881687.55000001
NIC,X,2022,1.0,504683221.91999996
NIC,X,2022,2.0,1975808743.0
NIC,X,2022,3.0,4675253860.190001
NIC,X,2023,0.0,110209197.95
NIC,X,2023,1.0,539550632.5699999
NIC,X,2023,2.0,2194723306.07
NIC,X,2023,3.0,4496369850.059999
