reporterISO,refYear,flowCode,v2x_regime,primaryValue,share
COG,2020,M,3.0,809390540.53,42.45
COG,2020,X,0.0,3141346465.14,64.24
COG,2020,X,1.0,651279348.3299999,13.32
COG,2020,X,2.0,183449920.14,3.75
COG,2020,X,3.0,913739852.36,18.69
COG,2021,M,0.0,569817936.53,24.26
COG,2021,M,1.0,560095928.1159999,23.84
COG,2021,M,2.0,355161234.87,15.12
COG,2021,M,3.0,863912732.4300001,36.78
COG,2021,X,0.0,1184629117.78,50.19
COG,2021,X,1.0,831048004.54,35.21
COG,2021,X,2.0,50152617.54,2.12
COG,2021,X,3.0,294499160.55,12.48
COG,2022,M,0.0,906659609.092,24.98
COG,2022,M,1.0,1008073908.447,27.78
COG,2022,M,2.0,435754628.978,12.01
COG,2022,M,3.0,1278810624.348,35.24
COG,2022,X,0.0,3941810818.448,44.65
COG,2022,X,1.0,2916876825.658,33.04
COG,2022,X,2.0,244286752.888,2.77
COG,2022,X,3.0,1725450685.0839999,19.54
COK,2000,X,0.0,253218.0,2.87
COK,2000,X,1.0,27190.0,0.31
COK,2000,X,2.0,59660.0,0.68
COK,2000,X,3.0,8494713.0,96.15
COK,2001,M,0.0,2016011.0,4.33
COK,2001,M,1.0,371082.0,0.8
COK,2001,M,2.0,1188330.0,2.55
COK,2001,M,3.0,42951969.0,92.32
COK,2001,X,0.0,582728.0,8.58
COK,2001,X,1.0,4025.0,0.06
COK,2001,X,2.0,25464.0,0.37
COK,2001,X,3.0,6178280.0,90.98
COK,2002,M,0.0,365525.0,0.77
COK,2002,M,1.0,1046173.0,2.21
COK,2002,M,2.0,1672827.0,3.54
COK,2002,M,3.0,44152379.0,93.47
COK,2002,X,1.0,213920.0,4.29
COK,2002,X,2.0,26667.0,0.53
COK,2002,X,3.0,4746622.0,95.18
COK,2003,M,0.0,941213.0,1.35
COK,2003,M,1.0,327399.0,0.47
COK,2003,M,2.0,2248151.0,3.21
COK,2003,M,3.0,66410497.0,94.97
COK,2003,X,0.0,152341.0,1.8
COK,2003,X,2.0,313728.0,3.7
COK,2003,X,3.0,8010494.0,94.5
COK,2004,M,0.0,1277278.0,1.91
COK,2004,M,1.0,383039.0,0.57
COK,2004,M,2.0,2321897.0,3.47
COK,2004,M,3.0,62942137.0,94.05
COK,2004,X,0.0,1203258.0,17.17
COK,2004,X,1.0,22446.0,0.32
COK,2004,X,2.0,157001.0,2.24
COK,2004,X,3.0,5625959.0,80.27
COK,2005,M,0.0,2031138.0,2.51
COK,2005,M,1.0,758533.0,0.94
COK,2005,M,2.0,3271970.0,4.04
COK,2005,M,3.0,74978629.0,92.52
COK,2005,X,0.0,1922291.0,36.89
COK,2005,X,1.0,11468.0,0.22
COK,2005,X,2.0,47232.0,0.91
COK,2005,X,3.0,3230183.0,61.99
COK,2007,M,0.0,5085186.0,4.95
COK,2007,M,1.0,9670187.0,9.42
COK,2007,M,2.0,1168773.0,1.14
COK,2007,M,3.0,86703238.0,84.48
COK,2008,X,0.0,1133321.0,27.92
COK,2008,X,1.0,50720.0,1.25
COK,2008,X,2.0,94880.0,2.34
COK,2008,X,3.0,2779611.0,68.49
COK,2009,M,0.0,8560316.0,10.52
COK,2009,M,1.0,2044432.0,2.51
COK,2009,M,2.0,767466.0,0.94
COK,2009,M,3.0,69974162.0,86.02
COK,2009,X,0.0,797853.0,29.34
COK,2009,X,1.0,187946.0,6.91
COK,2009,X,2.0,37496.0,1.38
COK,2009,X,3.0,1696160.0,62.37
COL,2000,M,0.0,448740444.0,4.02
COL,2000,M,1.0,316812326.0,2.84
COL,2000,M,2.0,2922431790.0,26.17
COL,2000,M,3.0,7478100918.0,66.97
COL,2000,X,0.0,92200419.0,0.71
COL,2000,X,1.0,503573326.0,3.9
COL,2000,X,2.0,3047676978.0,23.6
COL,2000,X,3.0,9270467689.0,71.79
COL,2001,M,0.0,560504237.0,4.53
COL,2001,M,1.0,164707661.0,1.33
COL,2001,M,2.0,3172914378.0,25.67
COL,2001,M,3.0,8461916005.0,68.46
COL,2001,X,0.0,70237574.0,0.58
COL,2001,X,1.0,107146208.0,0.89
COL,2001,X,2.0,3970119776.0,32.89
COL,2001,X,3.0,7923096507.0,65.64
COL,2002,M,0.0,600180307.0,5.03
COL,2002,M,1.0,972929515.0,8.15
COL,2002,M,2.0,2613155547.0,21.9
COL,2002,M,3.0,7745861895.0,64.92
COL,2002,X,0.0,117949009.0,1.01
COL,2002,X,1.0,1244727168.0,10.7
COL,2002,X,2.0,2280179311.0,19.6
COL,2002,X,3.0,7992492069.0,68.69
COL,2003,M,0.0,771900268.0,5.83
COL,2003,M,1.0,940331951.0,7.11
COL,2003,M,2.0,3225765215.0,24.38
COL,2003,M,3.0,8295291552.0,62.69
COL,2003,X,0.0,171040012.0,1.34
COL,2003,X,1.0,839686245.0,6.57
COL,2003,X,2.0,2595870515.0,20.32
COL,2003,X,3.0,9165812961.0,71.76
COL,2004,M,0.0,1309446459.0,8.17
COL,2004,M,1.0,1350262317.0,8.43
COL,2004,M,2.0,3952937037.0,24.67
COL,2004,M,3.0,9411497688.0,58.73
COL,2004,X,0.0,223037673.0,1.38
COL,2004,X,1.0,1784394369.0,11.02
COL,2004,X,2.0,3452763913.0,21.33
COL,2004,X,3.0,10729621403.0,66.27
COL,2005,M,0.0,1706842076.0,8.29
COL,2005,M,1.0,1607389833.0,7.81
COL,2005,M,2.0,5642264409.0,27.4
COL,2005,M,3.0,11636529475.0,56.51
COL,2005,X,0.0,391564735.0,1.91
COL,2005,X,1.0,2255315891.0,11.02
COL,2005,X,2.0,4248026349.0,20.75
COL,2005,X,3.0,13572629098.0,66.31
COL,2006,M,0.0,2371924644.0,9.26
COL,2006,M,1.0,2020027689.0,7.88
COL,2006,M,2.0,7450482163.0,29.08
COL,2006,M,3.0,13782378705.0,53.79
COL,2006,X,0.0,538985349.0,2.29
COL,2006,X,1.0,2914122565.0,12.39
COL,2006,X,2.0,4261763788.0,18.11
COL,2006,X,3.0,15813340309.0,67.21
COL,2007,M,0.0,3703590756.0,11.84
COL,2007,M,1.0,1832298951.0,5.86
COL,2007,M,2.0,8607672630.0,27.53
COL,2007,M,3.0,17124513817.0,54.77
COL,2007,X,0.0,930491081.0,3.18
COL,2007,X,1.0,5459296763.0,18.67
COL,2007,X,2.0,4683211614.0,16.02
COL,2007,X,3.0,18165787382.0,62.13
COL,2008,M,0.0,4818021671.0,12.75
COL,2008,M,1.0,2149006854.0,5.69
COL,2008,M,2.0,9253131504.0,24.49
COL,2008,M,3.0,21569362397.0,57.08
COL,2008,X,0.0,583159094.0,1.62
COL,2008,X,1.0,6740914280.0,18.76
COL,2008,X,2.0,5707781929.0,15.88
COL,2008,X,3.0,22907187678.0,63.74
COL,2009,M,0.0,3900245496.0,12.36
COL,2009,M,1.0,1247054024.0,3.95
COL,2009,M,2.0,8025035147.0,25.43
COL,2009,M,3.0,18379148211.0,58.25
COL,2009,X,0.0,1171968331.0,3.62
COL,2009,X,1.0,4508845181.0,13.93
COL,2009,X,2.0,5402144049.0,16.7
COL,2009,X,3.0,21274393497.0,65.75
COL,2010,M,0.0,5727772644.0,14.7
COL,2010,M,1.0,1294639209.0,3.32
COL,2010,M,2.0,10843440686.0,27.83
COL,2010,M,3.0,21102345791.0,54.15
COL,2010,X,0.0,2147162272.0,5.53
COL,2010,X,1.0,2622021607.0,6.75
COL,2010,X,2.0,7597400192.0,19.57
COL,2010,X,3.0,26453829499.0,68.14
COL,2011,M,0.0,8578300547.0,16.04
COL,2011,M,1.0,1828514887.0,3.42
COL,2011,M,2.0,15923420613.0,29.78
COL,2011,M,3.0,27139233399.0,50.76
COL,2011,X,0.0,2135811195.0,3.97
COL,2011,X,1.0,2923051429.0,5.44
COL,2011,X,2.0,10991801742.0,20.45
COL,2011,X,3.0,37704739817.0,70.14
COL,2012,M,0.0,10054631597.0,17.7
COL,2012,M,1.0,1900467569.0,3.35
COL,2012,M,2.0,16977770541.0,29.89
COL,2012,M,3.0,27871231496.0,49.07
COL,2012,X,0.0,3846241500.0,6.68
COL,2012,X,1.0,3954745490.0,6.87
COL,2012,X,2.0,12808253690.0,22.24
COL,2012,X,3.0,36975732530.0,64.21
COL,2013,M,0.0,10979872668.0,18.9
COL,2013,M,1.0,1775354940.0,3.06
COL,2013,M,2.0,14890387947.0,25.63
COL,2013,M,3.0,30448249523.0,52.41
COL,2013,X,0.0,5316281017.0,9.65
COL,2013,X,1.0,3617004574.0,6.56
COL,2013,X,2.0,13930233938.0,25.28
COL,2013,X,3.0,32232132098.0,58.5
COL,2014,M,0.0,12828454104.0,20.45
COL,2014,M,1.0,1697881442.0,2.71
COL,2014,M,2.0,14579123365.0,23.24
COL,2014,M,3.0,33615468968.0,53.6
COL,2014,X,0.0,6053328539.0,11.87
COL,2014,X,1.0,3645589868.0,7.15
COL,2014,X,2.0,13263560044.0,26.01
COL,2014,X,3.0,28040611337.0,54.98
COL,2015,M,0.0,11050703121.0,21.31
COL,2015,M,1.0,1422545176.0,2.74
COL,2015,M,2.0,10579809514.0,20.4
COL,2015,M,3.0,28805830062.0,55.55
COL,2015,X,0.0,2469549868.0,7.43
COL,2015,X,1.0,2735451026.0,8.23
COL,2015,X,2.0,8811626554.0,26.5
COL,2015,X,3.0,19231036908.0,57.84
COL,2016,M,0.0,9558618021.0,22.33
COL,2016,M,1.0,1151099745.0,2.69
COL,2016,M,2.0,9745671229.0,22.77
COL,2016,M,3.0,22351821510.0,52.22
COL,2016,X,0.0,1403734402.0,4.82
COL,2016,X,1.0,1870237938.0,6.43
COL,2016,X,2.0,7753774921.0,26.65
COL,2016,X,3.0,18069488534.0,62.1
COL,2017,M,0.0,9796361274.1,22.33
COL,2017,M,1.0,2316770713.87,5.28
COL,2017,M,2.0,8865935613.42,20.21
COL,2017,M,3.0,22897967167.39,52.19
COL,2017,X,0.0,2289922738.3799996,6.5
COL,2017,X,1.0,3129004279.04,8.88
COL,2017,X,2.0,9564066534.15,27.14
COL,2017,X,3.0,20262287448.489998,57.49
COL,2018,M,0.0,11070813539.04,22.4
COL,2018,M,1.0,3286010541.75,6.65
COL,2018,M,2.0,10903138912.62,22.07
COL,2018,M,3.0,24152712415.18,48.88
COL,2018,X,0.0,4426908751.05,11.1
COL,2018,X,1.0,3694257636.38,9.26
COL,2018,X,2.0,12138678479.41,30.43
COL,2018,X,3.0,19624210549.24,49.2
COL,2019,M,0.0,11481968808.95,22.49
COL,2019,M,1.0,3702184328.83,7.25
COL,2019,M,2.0,11227014423.78,22.0
COL,2019,M,3.0,24631535336.38,48.26
COL,2019,X,0.0,5035960353.66,13.36
COL,2019,X,1.0,2610590729.53,6.93
COL,2019,X,2.0,10792292805.17,28.64
COL,2019,X,3.0,19242102345.98,51.07
COL,2020,M,0.0,10862855956.630001,25.63
COL,2020,M,1.0,3052319939.19,7.2
COL,2020,M,2.0,9684011514.86,22.85
COL,2020,M,3.0,18779556084.26,44.31
COL,2020,X,0.0,3296915360.81,11.07
COL,2020,X,1.0,2668341866.44,8.96
COL,2020,X,2.0,8563364801.11,28.77
COL,2020,X,3.0,15240573332.599998,51.2
COL,2021,M,0.0,16470753893.97,27.72
COL,2021,M,1.0,3439053363.63,5.79
COL,2021,M,2.0,12521415003.78,21.07
COL,2021,M,3.0,26992809965.16,45.42
COL,2021,X,0.0,4522778772.52,11.33
COL,2021,X,1.0,4989216341.06,12.5
COL,2021,X,2.0,10163055088.4,25.46
COL,2021,X,3.0,20236796740.3,50.7
COL,2022,M,0.0,20625744289.86,27.39
COL,2022,M,1.0,3859842978.71,5.13
COL,2022,M,2.0,16685709225.41,22.16
COL,2022,M,3.0,34134345383.1,45.33
COL,2022,X,0.0,3052357314.08,5.52
COL,2022,X,1.0,6743992434.29,12.2
COL,2022,X,2.0,17208331413.46,31.12
COL,2022,X,3.0,28287833306.949997,51.16
COL,2023,M,0.0,14703256152.029999,24.05
COL,2023,M,1.0,3487029520.28,5.7
COL,2023,M,2.0,13293620612.0,21.74
COL,2023,M,3.0,29662387767.56,48.51
COL,2023,X,0.0,3582148368.1800003,7.38
COL,2023,X,1.0,5154955531.11,10.63
COL,2023,X,2.0,16239590367.19,33.48
COL,2023,X,3.0,23534066542.85,48.51
COM,2000,M,0.0,7765562.0,21.53
COM,2000,M,1.0,4228624.0,11.73
COM,2000,M,2.0,2682491.0,7.44
COM,2000,M,3.0,21387591.0,59.3
COM,2000,X,0.0,39914.0,0.58
COM,2000,X,1.0,1084816.0,15.81
COM,2000,X,2.0,94368.0,1.37
COM,2000,X,3.0,5644055.0,82.24
COM,2001,M,0.0,6204347.0,17.75
COM,2001,M,1.0,3239457.0,9.27
COM,2001,M,2.0,3318138.0,9.49
COM,2001,M,3.0,22194705.0,63.49
COM,2001,X,0.0,210588.0,2.75
COM,2001,X,1.0,199769.0,2.61
COM,2001,X,3.0,7237110.0,94.63
COM,2002,M,0.0,4357730.0,11.96
COM,2002,M,1.0,3536910.0,9.71
COM,2002,M,2.0,2007451.0,5.51
COM,2002,M,3.0,26538234.0,72.83
COM,2002,X,0.0,123247.0,1.32
COM,2002,X,1.0,203454.0,2.18
COM,2002,X,3.0,9007968.0,96.5
COM,2003,M,0.0,7621425.0,16.86
COM,2003,M,1.0,1353142.0,2.99
COM,2003,M,2.0,5477964.0,12.12
COM,2003,M,3.0,30750485.0,68.03
COM,2003,X,0.0,8147.0,0.13
COM,2003,X,1.0,497098.0,7.73
COM,2003,X,2.0,104870.0,1.63
COM,2003,X,3.0,5817378.0,90.51
COM,2004,M,0.0,12751710.0,19.81
COM,2004,M,1.0,3403729.0,5.29
COM,2004,M,2.0,11368248.0,17.66
COM,2004,M,3.0,36853933.0,57.25
COM,2004,X,0.0,63460.0,2.96
COM,2004,X,1.0,161842.0,7.54
COM,2004,X,2.0,26211.0,1.22
COM,2004,X,3.0,1894578.0,88.28
COM,2005,M,0.0,28329263.0,33.37
COM,2005,M,1.0,8632517.0,10.17
COM,2005,M,2.0,8810007.0,10.38
COM,2005,M,3.0,39116706.0,46.08
COM,2005,X,0.0,111953.0,3.0
COM,2005,X,1.0,140118.0,3.75
COM,2005,X,2.0,231758.0,6.2
COM,2005,X,3.0,3251929.0,87.05
COM,2006,M,0.0,39146452.0,38.82
COM,2006,M,1.0,11009932.0,10.92
COM,2006,M,2.0,9693839.0,9.61
COM,2006,M,3.0,40977837.0,40.64
COM,2006,X,0.0,191488.0,7.4
COM,2006,X,1.0,228969.0,8.85
COM,2006,X,2.0,444372.0,17.17
COM,2006,X,3.0,1723547.0,66.59
COM,2007,M,0.0,53236746.0,59.58
COM,2007,M,1.0,11158256.0,12.49
COM,2007,M,2.0,4053265.0,4.54
COM,2007,M,3.0,20900665.0,23.39
COM,2007,X,0.0,53623.0,3.14
COM,2007,X,1.0,163595.0,9.58
COM,2007,X,2.0,104313.0,6.11
COM,2007,X,3.0,1386039.0,81.17
COM,2008,M,0.0,54137674.0,45.6
COM,2008,M,1.0,16123015.0,13.58
COM,2008,M,2.0,8637142.0,7.27
COM,2008,M,3.0,39832149.0,33.55
COM,2008,X,0.0,168368.0,3.93
COM,2008,X,1.0,932397.0,21.77
COM,2008,X,2.0,94595.0,2.21
COM,2008,X,3.0,3088424.0,72.1
COM,2009,M,0.0,73536682.256,41.1
COM,2009,M,1.0,46211482.17,25.83
COM,2009,M,2.0,8330607.0090000015,4.66
COM,2009,M,3.0,50848246.391,28.42
COM,2009,X,0.0,880731.203,6.95
COM,2009,X,1.0,3746687.6969999997,29.58
COM,2009,X,2.0,119672.28,0.94
COM,2009,X,3.0,7919650.812999999,62.52
COM,2014,M,0.0,69768532.882,36.4
COM,2014,M,1.0,47078163.197000004,24.56
COM,2014,M,2.0,27331513.531,14.26
COM,2014,M,3.0,47471022.651,24.77
COM,2014,X,0.0,3364926.205,13.14
COM,2014,X,1.0,9668547.99,37.76
COM,2014,X,2.0,3474150.997,13.57
COM,2014,X,3.0,9095057.271,35.52
COM,2015,M,0.0,62100762.24,29.21
COM,2015,M,1.0,64664564.48199999,30.42
COM,2015,M,2.0,24516830.930999998,11.53
COM,2015,M,3.0,61297681.08400001,28.84
COM,2015,X,0.0,362386.594,2.26
COM,2015,X,1.0,2600624.3850000002,16.25
COM,2015,X,2.0,5530172.745999999,34.55
COM,2015,X,3.0,7514279.555,46.94
COM,2016,M,0.0,59631536.817,30.79
COM,2016,M,1.0,46952720.831,24.24
COM,2016,M,2.0,40163165.853999995,20.74
COM,2016,M,3.0,46940632.726,24.24
COM,2016,X,0.0,5705591.779,17.05
COM,2016,X,1.0,7418428.744,22.17
COM,2016,X,2.0,12089991.446,36.13
COM,2016,X,3.0,8248738.704,24.65
COM,2017,M,0.0,105700121.60800001,44.09
COM,2017,M,1.0,58519203.125,24.41
COM,2017,M,2.0,14734143.027,6.15
COM,2017,M,3.0,60782741.261999995,25.35
COM,2017,X,0.0,3397671.162,8.77
COM,2017,X,1.0,18362820.917999998,47.42
COM,2017,X,2.0,2834293.283,7.32
COM,2017,X,3.0,14129626.562,36.49
COM,2018,M,0.0,66338992.608,31.82
COM,2018,M,1.0,70670564.183,33.9
COM,2018,M,2.0,17819812.778,8.55
COM,2018,M,3.0,53640574.691,25.73
COM,2018,X,0.0,1797932.786,3.91
COM,2018,X,1.0,17921851.338,38.98
COM,2018,X,2.0,1372033.952,2.98
COM,2018,X,3.0,24879419.508,54.12
COM,2019,M,0.0,72533754.933,35.72
COM,2019,M,1.0,64760290.606,31.89
COM,2019,M,2.0,16420963.712,8.09
COM,2019,M,3.0,49356248.273,24.3
COM,2019,X,0.0,2785987.519,5.77
COM,2019,X,1.0,15641520.151999999,32.37
COM,2019,X,2.0,490473.746,1.02
COM,2019,X,3.0,29400283.367999997,60.85
COM,2020,M,0.0,80860803.485,35.24
COM,2020,M,1.0,79310620.223,34.56
COM,2020,M,2.0,19391593.484,8.45
COM,2020,M,3.0,49916698.44,21.75
COM,2020,X,0.0,768358.291,3.75
COM,2020,X,1.0,5722989.374999999,27.94
COM,2020,X,2.0,2245712.985,10.96
COM,2020,X,3.0,11747885.866,57.35
COM,2021,M,0.0,185618317.817,56.92
COM,2021,M,1.0,74144964.92,22.74
COM,2021,M,2.0,15732821.911999999,4.82
COM,2021,M,3.0,50612639.251,15.52
COM,2021,X,0.0,1231677.945,3.6
COM,2021,X,1.0,18593652.607,54.35
COM,2021,X,2.0,1625890.138,4.75
COM,2021,X,3.0,12762616.516999999,37.3
CPV,2000,M,0.0,9609146.0,4.11
CPV,2000,M,1.0,3428126.0,1.47
CPV,2000,M,2.0,17333327.0,7.41
CPV,2000,M,3.0,203583303.0,87.02
CPV,2000,X,0.0,355867.0,0.83
CPV,2000,X,1.0,298216.0,0.7
CPV,2000,X,2.0,787886.0,1.84
CPV,2000,X,3.0,41397668.0,96.63
CPV,2001,M,0.0,25742796.0,10.76
CPV,2001,M,1.0,2855302.0,1.19
CPV,2001,M,2.0,12951273.0,5.41
CPV,2001,M,3.0,197720260.0,82.63
CPV,2001,X,0.0,15571.0,0.16
CPV,2001,X,1.0,56881.0,0.58
CPV,2001,X,2.0,89847.0,0.92
CPV,2001,X,3.0,9589797.0,98.34
CPV,2002,M,0.0,6847514.0,2.45
CPV,2002,M,1.0,2727900.0,0.97
CPV,2002,M,2.0,25109520.0,8.97
CPV,2002,M,3.0,245206282.0,87.61
CPV,2002,X,0.0,40334.0,0.38
CPV,2002,X,1.0,458178.0,4.36
CPV,2002,X,2.0,127405.0,1.21
CPV,2002,X,3.0,9893016.0,94.05
CPV,2003,M,0.0,8958960.0,2.58
CPV,2003,M,1.0,12958647.0,3.72
CPV,2003,M,2.0,34513185.0,9.92
CPV,2003,M,3.0,291453621.0,83.78
CPV,2003,X,0.0,11283.0,0.09
CPV,2003,X,1.0,95064.0,0.77
CPV,2003,X,2.0,56510.0,0.46
CPV,2003,X,3.0,12201829.0,98.68
CPV,2004,M,0.0,12031701.0,2.85
CPV,2004,M,1.0,6858979.0,1.63
CPV,2004,M,2.0,44137826.0,10.46
CPV,2004,M,3.0,359046712.0,85.07
CPV,2004,X,0.0,6828.0,0.05
CPV,2004,X,1.0,80283.0,0.53
CPV,2004,X,2.0,58469.0,0.39
CPV,2004,X,3.0,14997341.0,99.04
CPV,2005,M,0.0,18832887.0,4.3
CPV,2005,M,1.0,13225195.0,3.02
CPV,2005,M,2.0,50043647.0,11.42
CPV,2005,M,3.0,355996724.0,81.26
CPV,2005,X,0.0,10069693.0,11.3
CPV,2005,X,1.0,12959367.0,14.54
CPV,2005,X,2.0,10332863.0,11.59
CPV,2005,X,3.0,55782047.0,62.58
CPV,2006,M,0.0,12601630.0,2.37
CPV,2006,M,1.0,9405679.0,1.77
CPV,2006,M,2.0,49139107.0,9.24
CPV,2006,M,3.0,460447772.0,86.62
CPV,2006,X,0.0,2360538.0,2.18
CPV,2006,X,1.0,31780171.0,29.41
CPV,2006,X,2.0,5275092.0,4.88
CPV,2006,X,3.0,68633891.0,63.52
CPV,2007,M,0.0,29167653.0,3.99
CPV,2007,M,1.0,10849324.0,1.49
CPV,2007,M,2.0,62772069.0,8.59
CPV,2007,M,3.0,627785067.0,85.93
CPV,2007,X,0.0,2324870.0,2.1
CPV,2007,X,1.0,35275161.0,31.94
CPV,2007,X,2.0,2638383.0,2.39
CPV,2007,X,3.0,70212554.0,63.57
CPV,2008,M,0.0,19269732.0,2.36
CPV,2008,M,1.0,21023806.0,2.58
CPV,2008,M,2.0,78166720.0,9.57
CPV,2008,M,3.0,697922231.0,85.49
CPV,2009,M,0.0,17933197.0,2.7
CPV,2009,M,1.0,20484931.0,3.09
CPV,2009,M,2.0,52648206.0,7.94
CPV,2009,M,3.0,572411553.0,86.27
CPV,2009,X,0.0,773027.0,0.64
CPV,2009,X,1.0,3336875.0,2.78
CPV,2009,X,2.0,928919.0,0.77
CPV,2009,X,3.0,114992673.0,95.8
CPV,2010,M,0.0,33811778.0,4.67
CPV,2010,M,1.0,20205561.0,2.79
CPV,2010,M,2.0,50221594.0,6.94
CPV,2010,M,3.0,619169985.0,85.59
CPV,2010,X,0.0,1854368.0,1.05
CPV,2010,X,1.0,1353473.0,0.76
CPV,2010,X,2.0,1439505.0,0.81
CPV,2010,X,3.0,172487318.0,97.38
CPV,2011,M,0.0,31126333.0,3.32
CPV,2011,M,1.0,24175402.0,2.58
CPV,2011,M,2.0,89846126.0,9.59
CPV,2011,M,3.0,791633766.0,84.51
CPV,2011,X,0.0,599414.0,0.29
CPV,2011,X,1.0,801189.0,0.38
CPV,2011,X,2.0,4109203.0,1.97
CPV,2011,X,3.0,203106809.0,97.36
CPV,2012,M,0.0,26098366.0,3.5
CPV,2012,M,1.0,16359312.0,2.19
CPV,2012,M,2.0,68811313.0,9.23
CPV,2012,M,3.0,634287622.0,85.08
CPV,2012,X,0.0,372113.0,0.17
CPV,2012,X,1.0,1491543.0,0.7
CPV,2012,X,2.0,23418286.0,10.99
CPV,2012,X,3.0,187895506.0,88.14
CPV,2013,M,0.0,28124734.248999998,3.92
CPV,2013,M,1.0,34114191.273,4.76
CPV,2013,M,2.0,48515444.345,6.77
CPV,2013,M,3.0,606145855.34,84.55
CPV,2013,X,0.0,81148.433,0.12
CPV,2013,X,1.0,124227.224,0.18
CPV,2013,X,2.0,4145706.597,6.0
CPV,2013,X,3.0,64786876.415,93.71
CPV,2014,M,0.0,50964458.934,6.81
CPV,2014,M,1.0,21771743.206,2.91
CPV,2014,M,2.0,44369782.88,5.93
CPV,2014,M,3.0,631665023.818,84.36
CPV,2014,X,0.0,4347493.268,5.41
CPV,2014,X,1.0,1315129.402,1.64
CPV,2014,X,2.0,5859163.786,7.29
CPV,2014,X,3.0,68830055.823,85.66
CPV,2015,M,0.0,50850565.956,8.61
CPV,2015,M,1.0,18401753.201,3.12
CPV,2015,M,2.0,39015593.694,6.61
CPV,2015,M,3.0,482396679.043,81.67
CPV,2015,X,0.0,3313292.759,4.96
CPV,2015,X,1.0,3214063.973,4.81
CPV,2015,X,2.0,1716002.959,2.57
CPV,2015,X,3.0,58585917.536000006,87.67
CPV,2016,M,0.0,46417067.0,7.1
CPV,2016,M,1.0,25576481.0,3.91
CPV,2016,M,2.0,45540300.0,6.97
CPV,2016,M,3.0,535878091.0,82.01
CPV,2016,X,0.0,598323.0,0.99
CPV,2016,X,1.0,2559398.0,4.24
CPV,2016,X,2.0,171318.0,0.28
CPV,2016,X,3.0,56987061.0,94.48
CPV,2017,M,0.0,61683243.339,7.94
CPV,2017,M,1.0,21256644.474999998,2.74
CPV,2017,M,2.0,52543677.048,6.76
CPV,2017,M,3.0,641443226.646,82.56
CPV,2017,X,0.0,322863.913,0.65
CPV,2017,X,1.0,299582.744,0.6
CPV,2017,X,2.0,38057.532,0.08
CPV,2017,X,3.0,49240418.241000004,98.68
CPV,2018,M,0.0,72079210.75999999,9.05
CPV,2018,M,1.0,18809312.54,2.36
CPV,2018,M,2.0,53237638.38,6.68
CPV,2018,M,3.0,652436578.76,81.91
CPV,2018,X,0.0,528185.87,0.72
CPV,2018,X,1.0,142588.27000000002,0.19
CPV,2018,X,2.0,132659.88999999998,0.18
CPV,2018,X,3.0,72731769.92999999,98.91
CPV,2019,M,0.0,91772576.132,6.7
CPV,2019,M,1.0,22853594.018,1.67
CPV,2019,M,2.0,67765971.175,4.94
CPV,2019,M,3.0,1188273716.1460001,86.69
CPV,2019,X,0.0,5001384.063,2.23
CPV,2019,X,1.0,3119047.2800000003,1.39
CPV,2019,X,2.0,18627451.223,8.29
CPV,2019,X,3.0,197986663.371,88.1
CPV,2020,M,0.0,82682735.753,7.43
CPV,2020,M,1.0,26296350.559,2.36
CPV,2020,M,2.0,69599866.299,6.25
CPV,2020,M,3.0,934424795.279,83.96
CPV,2020,X,0.0,545543.108,1.03
CPV,2020,X,2.0,236093.19,0.44
CPV,2020,X,3.0,52275085.626,98.53
CPV,2021,M,0.0,149599731.467,11.91
CPV,2021,M,1.0,164266030.93199998,13.08
CPV,2021,M,2.0,59019441.036000006,4.7
CPV,2021,M,3.0,883093562.168,70.31
CPV,2021,X,0.0,3771277.257,2.24
CPV,2021,X,1.0,13965646.077,8.3
CPV,2021,X,2.0,5643920.069,3.35
CPV,2021,X,3.0,144894086.318,86.11
CPV,2022,M,0.0,300606599.162,17.36
CPV,2022,M,1.0,273902330.605,15.81
CPV,2022,M,2.0,84165995.756,4.86
CPV,2022,M,3.0,1073282564.38,61.97
CPV,2022,X,0.0,8924475.716,5.44
CPV,2022,X,1.0,24697329.137000002,15.04
CPV,2022,X,2.0,4831173.249,2.94
CPV,2022,X,3.0,125732814.12900001,76.58
CPV,2023,M,0.0,383032300.446,22.51
CPV,2023,M,1.0,93845836.996,5.51
CPV,2023,M,2.0,637042269.68,37.43
CPV,2023,M,3.0,587912153.0370001,34.55
CPV,2023,X,0.0,10157838.514,6.04
CPV,2023,X,1.0,17670589.006,10.51
CPV,2023,X,2.0,49114140.53,29.21
CPV,2023,X,3.0,91212659.48500001,54.24
CRI,2000,M,0.0,127340045.0,2.14
CRI,2000,M,1.0,56255177.0,0.94
CRI,2000,M,2.0,1500488457.0,25.19
CRI,2000,M,3.0,4273722541.0,71.73
CRI,2000,X,0.0,47245764.0,0.87
CRI,2000,X,1.0,131215801.0,2.41
CRI,2000,X,2.0,1067286583.0,19.57
CRI,2000,X,3.0,4207082777.0,77.15
CRI,2001,M,0.0,155708342.0,2.52
CRI,2001,M,1.0,32449698.0,0.52
CRI,2001,M,2.0,1461693961.0,23.62
CRI,2001,M,3.0,4539016266.0,73.34
CRI,2001,X,0.0,53112222.0,1.13
CRI,2001,X,1.0,203638059.0,4.35
CRI,2001,X,2.0,1143338042.0,24.41
CRI,2001,X,3.0,3283806075.0,70.11
